NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,Class_Num,CLASS_CATEGORY,SALE DATE-day,SALE DATE-month,SALE DATE-year
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1320,4201,Residential," 211 EAST 46 STREET, 28H                   ",10017,1,0,1,17812,642,1979,2,Residential,712775,2009-01-29,13,CONDOS ,29,1,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1320,4207,Residential," 211 EAST 46 STREET, 29E                   ",10017,1,0,1,17812,683,1979,2,Residential,636406,2009-09-10,13,CONDOS ,10,9,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1320,4208,Residential," 211 EAST 46 STREET, 29F                   ",10017,1,0,1,17812,1160,1979,2,Residential,1196443,2009-07-10,13,CONDOS ,10,7,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1320,4214,Residential," 211 EAST 46 STREET, 30C                   ",10017,1,0,1,17812,621,1979,2,Residential,625000,2009-05-01,13,CONDOS ,1,5,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1320,4216,Residential," 211 EAST 46 STREET, 30E                   ",10017,1,0,1,17812,683,1979,2,Residential,657456,2009-08-31,13,CONDOS ,31,8,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1320,4217,Residential," 211 EAST 46 STREET, 30F                   ",10017,1,0,1,17812,1160,1979,2,Residential,1279940,2009-04-28,13,CONDOS ,28,4,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1320,4222,Residential," 211 EAST 46 STREET, 31B                   ",10017,1,0,1,17812,710,1979,2,Residential,672045,2009-06-11,13,CONDOS ,11,6,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1320,4226,Residential," 211 EAST 46 STREET, 31F                   ",10017,1,0,1,17812,1160,1979,2,Residential,1272812,2009-04-30,13,CONDOS ,30,4,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1320,4227,Residential," 211 EAST 46 STREET, 31G                   ",10017,1,0,1,17812,911,1979,2,Residential,967337,2009-06-11,13,CONDOS ,11,6,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1320,4231,Residential," 211 EAST 46 STREET, 32B                   ",10017,1,0,1,17812,692,1979,2,Residential,646588,2009-07-02,13,CONDOS ,2,7,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1320,4232,Residential," 211 EAST 46 STREET, 32C                   ",10017,1,0,1,17812,621,1979,2,Residential,600000,2009-06-01,13,CONDOS ,1,6,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1320,4239,Residential," 211 EAST 46 STREET, 33A                   ",10017,1,0,1,17812,628,1979,2,Residential,613866,2009-08-05,13,CONDOS ,5,8,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1320,4240,Residential," 211 EAST 46 STREET, 33B                   ",10017,1,0,1,17812,710,1979,2,Residential,682227,2009-09-03,13,CONDOS ,3,9,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1320,4248,Residential," 211 EAST 46 STREET, 34A                   ",10017,1,0,1,17812,628,1979,2,Residential,616041,2009-09-14,13,CONDOS ,14,9,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1320,4249,Residential," 211 EAST 46 STREET, 34B                   ",10017,1,0,1,17812,710,1979,2,Residential,660000,2009-09-10,13,CONDOS ,10,9,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1320,4250,Residential," 211 EAST 46 STREET, 34C                   ",10017,1,0,1,17812,621,1979,2,Residential,712775,2009-03-25,13,CONDOS ,25,3,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1320,4257,Residential," 211 EAST 46 STREET, PHA                   ",10017,1,0,1,17812,628,1979,2,Residential,612500,2009-08-25,13,CONDOS ,25,8,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1320,4258,Residential," 211 EAST 46 STREET, PHB                   ",10017,1,0,1,17812,710,1979,2,Residential,692410,2009-08-04,13,CONDOS ,4,8,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1320,4260,Residential," 211 EAST 46 STREET, PHD                   ",10017,1,0,1,17812,606,1979,2,Residential,556957,2009-05-11,13,CONDOS ,11,5,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1320,4264,Residential," 211 EAST 46 STREET, PHH                   ",10017,1,0,1,17812,642,1979,2,Residential,848548,2009-01-20,13,CONDOS ,20,1,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1322,1027,Residential," 249 EAST 48 STREET, 2J                    ",10017,1,0,1,12830,776,2007,2,Residential,800000,2009-04-30,13,CONDOS ,30,4,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1322,1115,Residential," 249 EAST 48 STREET, 11G                   ",10017,1,0,1,12830,591,2007,2,Residential,470000,2009-06-01,13,CONDOS ,1,6,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1322,1158,Residential," 249 EAST 48 STREET, 16E                   ",10017,1,0,1,12830,782,2007,2,Residential,750000,2009-02-13,13,CONDOS ,13,2,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1323,1044,Residential," 255 EAST 49 STREET, 9F                    ",10017,1,0,1,0,609,1985,2,Residential,487000,2009-09-10,13,CONDOS ,10,9,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1323,1064,Residential," 255 EAST 49 STREET, 14B                   ",10017,1,0,1,0,880,1985,2,Residential,700000,2009-03-10,13,CONDOS ,10,3,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1323,1067,Residential," 255 EAST 49 STREET, 14E                   ",10017,1,0,1,0,1056,1985,2,Residential,517500,2009-08-10,13,CONDOS ,10,8,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1323,1070,Residential," 255 EAST 49 STREET, 15B                   ",10017,1,0,1,0,880,1985,2,Residential,712775,2009-02-27,13,CONDOS ,27,2,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1323,1077,Residential," 255 EAST 49 STREET, 16C                   ",10017,1,0,1,0,739,1985,2,Residential,660000,2009-10-28,13,CONDOS ,28,10,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1323,1101,Residential," 255 EAST 49 STREET, 20C                   ",10017,1,0,1,0,739,1985,2,Residential,662078,2009-07-17,13,CONDOS ,17,7,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1323,1111,Residential," 255 EAST 49 STREET, 22A                   ",10017,1,0,1,0,880,1985,2,Residential,750000,2009-08-18,13,CONDOS ,18,8,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1323,1138,Residential," 255 EAST 49 STREET, 26D                   ",10017,1,0,1,0,1288,1985,2,Residential,0,2009-08-21,13,CONDOS ,21,8,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1323,1145,Residential," 255 EAST 49 STREET, 27E                   ",10017,1,0,1,0,1056,1985,2,Residential,0,2009-03-24,13,CONDOS ,24,3,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1323,1146,Residential," 255 EAST 49 STREET, 27F                   ",10017,1,0,1,0,609,1985,2,Residential,0,2009-03-24,13,CONDOS ,24,3,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1323,1157,Residential," 255 EAST 49 STREET, 29E                   ",10017,1,0,1,0,1056,1985,2,Residential,1100000,2009-01-09,13,CONDOS ,9,1,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1324,1004,Residential," 245 EAST 50 STREET, 3A                    ",10022,1,0,1,0,790,1980,2,Residential,650000,2009-10-07,13,CONDOS ,7,10,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1324,1005,Residential," 245 EAST 50 STREET, 3B                    ",10022,1,0,1,0,772,1980,2,Residential,400000,2009-10-07,13,CONDOS ,7,10,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1325,1005,Residential," 224 EAST 52 STREET, 3                     ",10022,1,0,1,0,800,2007,2,Residential,680000,2009-10-13,13,CONDOS ,13,10,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1325,1110,Residential," 230 EAST 52 STREET, 2E                    ",10022,1,0,1,0,381,1901,2,Residential,350000,2009-06-02,13,CONDOS ,2,6,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1325,1122,Residential," 230 EAST 52 STREET, 4E                    ",10022,1,0,1,0,381,1901,2,Residential,0,2009-07-28,13,CONDOS ,28,7,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1325,1405,Residential," 209 EAST 51 STREET, 2A                    ",10022,1,0,1,0,680,1958,2,Residential,757455,2009-11-13,13,CONDOS ,13,11,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1325,1409,Residential," 209 EAST 51 STREET, 2E                    ",10022,1,0,1,0,1198,1958,2,Residential,1272812,2009-10-16,13,CONDOS ,16,10,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1325,1436,Residential," 209 EAST 51 STREET, 6D                    ",10022,1,0,1,0,505,1958,2,Residential,626223,2009-01-27,13,CONDOS ,27,1,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1325,1437,Residential," 209 EAST 51 STREET, 6E                    ",10022,1,0,1,0,1198,1958,2,Residential,1323725,2009-02-17,13,CONDOS ,17,2,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1325,1444,Residential," 209 EAST 51 STREET, 7E                    ",10022,1,0,1,0,1198,1958,2,Residential,1323725,2009-10-23,13,CONDOS ,23,10,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1325,1449,Residential," 209 EAST 51 STREET, 8C                    ",10022,1,0,1,0,581,1958,2,Residential,722957,2009-07-14,13,CONDOS ,14,7,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1325,1454,Residential," 209 EAST 51 STREET, 9A                    ",10022,1,0,1,0,680,1958,2,Residential,773870,2009-12-22,13,CONDOS ,22,12,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1325,1458,Residential," 209 EAST 51 STREET, 9E                    ",10022,1,0,1,0,1198,1958,2,Residential,1501918,2009-03-20,13,CONDOS ,20,3,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1325,1460,Residential," 209 EAST 51 STREET, 9G                    ",10022,1,0,1,0,834,1958,2,Residential,952063,2009-12-03,13,CONDOS ,3,12,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1325,1464,Residential," 209 EAST 51 STREET, 10D                   ",10022,1,0,1,0,505,1958,2,Residential,661862,2009-05-19,13,CONDOS ,19,5,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1325,1467,Residential," 209 EAST 51 STREET, 10G                   ",10022,1,0,1,0,834,1958,2,Residential,933735,2009-06-12,13,CONDOS ,12,6,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1325,1469,Residential," 209 EAST 51 STREET, 11B                   ",10022,1,0,1,0,1139,1958,2,Residential,1400093,2009-12-07,13,CONDOS ,7,12,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1325,1473,Residential," 209 EAST 51 STREET, 12B                   ",10022,1,0,1,0,1139,1958,2,Residential,1349181,2009-12-07,13,CONDOS ,7,12,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1325,1474,Residential," 209 EAST 51 STREET, 12C                   ",10022,1,0,1,0,840,1958,2,Residential,1069162,2009-06-29,13,CONDOS ,29,6,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1325,1476,Residential," 209 EAST 51 STREET, PHA                   ",10022,1,0,1,0,1789,1958,2,Residential,2036500,2009-10-12,13,CONDOS ,12,10,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1326,1020,Residential," 250 EAST 53 STREET, 602                   ",10022,1,0,1,0,1301,2006,2,Residential,1350000,2009-06-01,13,CONDOS ,1,6,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1326,1044,Residential," 250 EAST 53 STREET, 1001                  ",10022,1,0,1,0,1578,2006,2,Residential,0,2009-04-29,13,CONDOS ,29,4,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1326,1073,Residential," 250 EAST 53 STREET, 1803                  ",10022,1,0,1,0,970,2006,2,Residential,0,2009-04-17,13,CONDOS ,17,4,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1326,1102,Residential," 250 EAST 53 STREET, 2504                  ",10022,1,0,1,0,1922,2006,2,Residential,2587500,2009-07-15,13,CONDOS ,15,7,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1326,1106,Residential," 250 EAST 53 STREET, 2604                  ",10022,1,0,1,0,1916,2006,2,Residential,2775000,2009-11-18,13,CONDOS ,18,11,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1326,1135,Residential," 250 EAST 53 STREET, PH                    ",10022,1,0,1,0,4511,2006,2,Residential,10500000,2009-05-11,13,CONDOS ,11,5,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1327,1139,Residential," 250 EAST 54 STREET, 22B                   ",10022,1,0,1,0,376,1990,2,Residential,445000,2009-06-29,13,CONDOS ,29,6,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1327,1147,Residential," 250 EAST 54 STREET, 8C                    ",10022,1,0,1,0,878,1990,2,Residential,905000,2009-01-30,13,CONDOS ,30,1,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1327,1186,Residential," 250 EAST 54 STREET, 5E                    ",10022,1,0,1,0,391,1990,2,Residential,370000,2009-10-30,13,CONDOS ,30,10,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1327,1199,Residential," 250 EAST 54 STREET, 19E                   ",10022,1,0,1,0,391,1990,2,Residential,449000,2009-08-20,13,CONDOS ,20,8,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1327,1251,Residential," 250 EAST 54 STREET, 38B                   ",10022,1,0,1,0,1255,1990,2,Residential,0,2009-11-06,13,CONDOS ,6,11,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1327,1255,Residential," 250 EAST 54 STREET, 30C                   ",10022,1,0,1,0,788,1990,2,Residential,780000,2009-07-15,13,CONDOS ,15,7,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1329,1008,Residential," 231 EAST 55 STREET, 35A                   ",10022,1,0,1,0,926,2007,2,Residential,0,2009-09-09,13,CONDOS ,9,9,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1330,1031,Residential," 212 EAST 57 STREET, 16A                   ",10022,1,0,1,0,1923,2004,2,Residential,2300000,2009-10-09,13,CONDOS ,9,10,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1331,1024,Residential," 200 EAST 58 STREET, 11B                   ",10022,1,0,1,0,734,2007,2,Residential,625000,2009-08-31,13,CONDOS ,31,8,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1331,1036,Residential," 200 EAST 58 STREET, 7C                    ",10022,1,0,1,0,524,2007,2,Residential,0,2009-11-18,13,CONDOS ,18,11,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1331,1079,Residential," 200 EAST 58 STREET, 11F                   ",10022,1,0,1,0,516,2007,2,Residential,0,2009-05-18,13,CONDOS ,18,5,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1331,1095,Residential," 200 EAST 58 STREET, 6H                    ",10022,1,0,1,0,1255,2007,2,Residential,1050000,2009-06-09,13,CONDOS ,9,6,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1331,1306,Residential," 207 EAST 57 STREET, 4C                    ",10022,1,0,1,0,1443,2007,2,Residential,0,2009-12-28,13,CONDOS ,28,12,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1331,1306,Residential," 207 EAST 57 STREET, 4C                    ",10022,1,0,1,0,1443,2007,2,Residential,1650000,2009-04-06,13,CONDOS ,6,4,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1331,1310,Residential," 207 EAST 57 STREET, 6B                    ",10022,1,0,1,0,1423,2007,2,Residential,1200000,2009-03-18,13,CONDOS ,18,3,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1331,1317,Residential," 207 EAST 57 STREET, 9A10A                 ",10022,1,0,1,0,1230,2007,2,Residential,1500000,2009-11-02,13,CONDOS ,2,11,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1331,1338,Residential," 207 EAST 57 STREET, 20A                   ",10022,1,0,1,0,1551,2007,2,Residential,1950000,2009-10-20,13,CONDOS ,20,10,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1331,1348,Residential," 207 EAST 57 STREET, 25A                   ",10022,1,0,1,0,1551,2007,2,Residential,0,2009-07-27,13,CONDOS ,27,7,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1331,1355,Residential," 207 EAST 57 STREET, 28B                   ",10022,1,0,1,0,1386,2007,2,Residential,0,2009-06-30,13,CONDOS ,30,6,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1331,1364,Residential," 207 EAST 57 STREET, 33A                   ",10022,1,0,1,0,1795,2007,2,Residential,0,2009-05-06,13,CONDOS ,6,5,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1336,1046,Residential," 303 EAST 43 STREET, 17C                   ",10017,1,0,1,0,932,1983,2,Residential,0,2009-08-10,13,CONDOS ,10,8,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1338,1092,Residential," 301 EAST 45 STREET, 18B                   ",10017,1,0,1,0,759,1980,2,Residential,682000,2009-05-15,13,CONDOS ,15,5,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1338,1235,Residential," 333 EAST 45 STREET, 10B                   ",10017,1,0,1,10318,565,1977,2,Residential,555000,2009-12-30,13,CONDOS ,30,12,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1338,1244,Residential," 333 EAST 45 STREET, 20B                   ",10017,1,0,1,10318,566,1977,2,Residential,622500,2009-02-18,13,CONDOS ,18,2,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1338,1247,Residential," 333 EAST 45 STREET, 23B                   ",10017,1,0,1,10318,567,1977,2,Residential,560000,2009-04-15,13,CONDOS ,15,4,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1338,1264,Residential," 333 EAST 45 STREET, 11C                   ",10017,1,0,1,10318,565,1977,2,Residential,520000,2009-08-05,13,CONDOS ,5,8,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1338,1264,Residential," 333 EAST 45 STREET, 11C                   ",10017,1,0,1,10318,565,1977,2,Residential,0,2009-02-19,13,CONDOS ,19,2,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1338,1297,Residential," 333 EAST 45 STREET, 17D                   ",10017,1,0,1,10318,564,1977,2,Residential,0,2009-07-10,13,CONDOS ,10,7,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1338,1326,Residential," 333 EAST 45 STREET, 19E                   ",10017,1,0,1,10318,552,1977,2,Residential,605000,2009-12-14,13,CONDOS ,14,12,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1340,1005,Residential," 845 UNITED NATIONS PLAZA, 7A              ",10017,1,0,1,0,1972,2007,2,Residential,3200000,2009-02-02,13,CONDOS ,2,2,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1340,1015,Residential," 845 UNITED NATIONS PLAZA, 18A             ",10017,1,0,1,0,1972,2007,2,Residential,2670000,2009-12-04,13,CONDOS ,4,12,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1340,1045,Residential," 845 UNITED NATIONS PLAZA, 7C              ",10017,1,0,1,0,871,2007,2,Residential,760687,2009-12-01,13,CONDOS ,1,12,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1340,1088,Residential," 845 UNITED NATIONS PLAZA, 10E             ",10017,1,0,1,0,1588,2007,2,Residential,1625000,2009-12-10,13,CONDOS ,10,12,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1340,1096,Residential," 845 UNITED NATIONS PLAZA, 19E             ",10017,1,0,1,0,1588,2007,2,Residential,1910000,2009-07-07,13,CONDOS ,7,7,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1340,1126,Residential," 845 UNITED NATIONS PLAZA, 8G              ",10017,1,0,1,0,1181,2007,2,Residential,1025000,2009-06-04,13,CONDOS ,4,6,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1340,1128,Residential," 845 UNITED NATIONS PLAZA, 10G             ",10017,1,0,1,0,1181,2007,2,Residential,0,2009-10-20,13,CONDOS ,20,10,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1340,1128,Residential," 845 UNITED NATIONS PLAZA, 10G             ",10017,1,0,1,0,1181,2007,2,Residential,1190000,2009-10-20,13,CONDOS ,20,10,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1340,1160,Residential," 845 UNITED NATIONS PLAZA, 23H             ",10017,1,0,1,0,1325,2007,2,Residential,0,2009-06-05,13,CONDOS ,5,6,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1340,1212,Residential," 845 UNITED NATIONS PLAZA, 47B             ",10017,1,0,1,0,2835,2007,2,Residential,4235000,2009-08-21,13,CONDOS ,21,8,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1340,1243,Residential," 845 UNITED NATIONS PLAZA, 44C             ",10017,1,0,1,0,2063,2007,2,Residential,0,2009-04-03,13,CONDOS ,3,4,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1340,1259,Residential," 845 UNITED NATIONS PLAZA, 60C             ",10017,1,0,1,0,2051,2007,2,Residential,3320000,2009-10-14,13,CONDOS ,14,10,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1340,1300,Residential," 845 UNITED NATIONS PLAZA, 38E             ",10017,1,0,1,0,1493,2007,2,Residential,1480874,2009-01-29,13,CONDOS ,29,1,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1340,1314,Residential," 845 UNITED NATIONS PLAZA, 52E             ",10017,1,0,1,0,1493,2007,2,Residential,2100000,2009-05-05,13,CONDOS ,5,5,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1340,1320,Residential," 845 UNITED NATIONS PLAZA, 58E             ",10017,1,0,1,0,1493,2007,2,Residential,2325000,2009-12-11,13,CONDOS ,11,12,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1340,1334,Residential," 845 UNITED NATIONS PLAZA, 81A             ",10017,1,0,1,0,2472,2007,2,Residential,5650000,2009-04-23,13,CONDOS ,23,4,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1340,1348,Residential," 845 UNITED NATIONS PLAZA, 86B             ",10017,1,0,1,0,5426,2007,2,Residential,10000000,2009-07-20,13,CONDOS ,20,7,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1340,1357,Residential," 845 UNITED NATIONS PLAZA, 82C             ",10017,1,0,1,0,2688,2007,2,Residential,4850000,2009-10-01,13,CONDOS ,1,10,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1340,1369,Residential," 845 UNITED NATIONS PLAZA, 89A             ",10017,1,0,1,0,4719,2007,2,Residential,0,2009-02-11,13,CONDOS ,11,2,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1340,1370,Residential," 845 UNITED NATIONS PLAZA, 90A             ",10017,1,0,1,0,4719,2007,2,Residential,0,2009-02-11,13,CONDOS ,11,2,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1340,1372,Residential," 845 UNITED NATIONS PLAZA, 89B             ",10017,1,0,1,0,5428,2007,2,Residential,0,2009-02-11,13,CONDOS ,11,2,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1341,1013,Residential," 330 EAST 49 STREET, 2D                    ",10017,1,0,1,0,615,1962,2,Residential,565000,2009-09-30,13,CONDOS ,30,9,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1341,1126,Residential," 330 EAST 49 STREET, 11M                   ",10017,1,0,1,0,475,1962,2,Residential,425000,2009-02-10,13,CONDOS ,10,2,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1341,1142,Residential," 330 EAST 49 STREET, TOWER                 ",10017,1,0,1,0,846,1962,2,Residential,1200000,2009-08-28,13,CONDOS ,28,8,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1341,1442,Residential," 100 UNITED NATIONS PLAZA, 8F              ",10017,1,0,1,0,660,1984,2,Residential,610000,2009-12-01,13,CONDOS ,1,12,2009
MIDTOWN EAST,13  CONDOS - ELEVATOR APARTMENTS,2,1341,1442,Residential," 100 UNITED NATIONS PLAZA, 8F              ",10017,1,0,1,0,660,1984,2,Residential,0,2009-09-25,13,CONDOS ,25,9,2009
