name,review_count,categories,rating,latitude,longitude,price,address,zip_code,Problem
Shanghai,77,Chinese,4.0,40.768291,-73.958381,$,1388 2nd Ave,10021.0,0.0
Shanghai 21,1468,Shanghainese,4.0,40.714419899999996,-73.99889,$$,21 Mott St,10013.0,0.0
Xi'an Famous Foods,1545,Chinese,4.0,40.7279,-73.98541,$,81 St Marks Pl,10003.0,0.0
Lucky Pickle Dumpling,123,Chinese,3.5,40.78676,-73.97547,$,513 Amsterdam Ave,10024.0,0.0
New Moon,82,Chinese,4.0,40.74692,-73.97766,$$,536 3rd Ave,10016.0,0.0
Ningbo Cafe,131,Shanghainese,4.0,40.70814,-74.01779,$$,21 S End Ave,10280.0,1.0
Dian Kitchen,123,Chinese,5.0,40.72762,-73.98327990000001,$$,435 E 9th St,10009.0,0.0
Han Dynasty,182,Chinese,4.0,40.691131961003606,-73.9825977757573,$$,1 Dekalb Ave,11201.0,1.0
Peng's Noodle Folk,346,Chinese,4.5,40.77726,-73.94932,$$,1659 1st Ave,10028.0,0.0
Tri Dim Shanghai,259,Shanghainese,4.0,40.77395,-73.95793,$$,1378 3rd Ave,10075.0,1.0
Bao Bao Cafe,98,Noodles,4.0,40.70854,-74.01366999999998,$,106 Greenwich St,10006.0,1.0
Grand Sichuan House,222,Szechuan,4.0,40.62075,-74.02668,$$,8701 5th Ave,11209.0,1.0
Decoy,359,Chinese,4.0,40.734196000000004,-74.006519,$$$,529 Hudson St,10014.0,0.0
Shun Wang Restaurant,140,Chinese,3.5,40.743137359619105,-73.88304138183591,$,81-25 Broadway,11373.0,0.0
Noodle Fun,132,Chinese,4.0,40.77953338623049,-73.94703674316409,$$,1744 1st Ave,10128.0,0.0
Birds of a Feather,237,Szechuan,4.0,40.714420000000004,-73.960441,$$,191 Grand St,11211.0,0.0
Szechuan Mountain House,209,Szechuan,4.0,40.72911,-73.98858,$$,23 St Marks Pl,10003.0,1.0
Pig Heaven,252,Barbeque,4.0,40.77544,-73.95685999999998,$$,1420 3rd Ave,10028.0,1.0
Wei Williamsburg,122,Chinese,3.5,40.710786799999994,-73.9542168,$$,145 Borinquen Pl,11211.0,0.0
U Like,40,Chinese,4.5,40.694007,-73.949259,$,602 Marcy Ave,11206.0,0.0
C And Y Chinese,43,Chinese,4.0,40.67042,-73.98496,$,399 5th Ave,11215.0,0.0
Trinidad Golden Place Restaurant,112,Chinese,4.5,40.6718291030037,-73.950525317791,$,788 Nostrand Ave,11216.0,0.0
Sun Hing Lung Co,158,Chinese,4.5,40.71275,-73.99508,$,58 Henry St,10002.0,0.0
Buddakan,3690,Chinese,4.0,40.7422762672197,-74.0048000961542,$$$,75 9th Ave,10011.0,1.0
Lao Bei Fang Dumpling House,540,Chinese,4.0,40.741153717041,-73.87962341308591,$,8305 Broadway,11373.0,0.0
88 Lan Zhou Handmade Noodle,1610,Chinese,4.0,40.7155,-73.99675,$,40 Bowery St,10013.0,0.0
Xi'an Famous Foods,199,Chinese,4.0,40.7243301734731,-73.9509299397469,$,648 Manhattan Ave,11222.0,0.0
Delicious Wok,25,Chinese,4.5,40.700328000000006,-73.89670500000003,$,5952 Summerfield St,11385.0,0.0
Hong Kong Cafe,24,Chinese,4.0,40.687202,-73.956611,$,357 Franklin Ave,11238.0,0.0
Radiance,154,Chinese,4.0,40.7555779423723,-73.9703503944427,$$,208 E 50th St,10022.0,1.0
The Bao,1005,Chinese,3.5,40.72939,-73.9889199,$$,13 St Marks Pl,10003.0,1.0
Hao Noodle and Tea By Madam Zhu's Kitchen,530,Chinese,4.0,40.7334863190479,-73.9998929006093,$$,401 6th Ave,10014.0,0.0
East Wind Snack Shop,158,Dim Sum,4.5,40.6603409,-73.9799505,$$,471 16th St,11215.0,1.0
China Restaurant,58,Chinese,4.0,40.650260925293004,-73.929931640625,$,937 Utica Ave,11203.0,1.0
Nan Xiang Xiao Long Bao,3250,Shanghainese,4.0,40.7598810063385,-73.8325853625656,$,38-12 Prince St,11354.0,0.0
Lin's Garden,41,Chinese,4.0,40.703453100000004,-73.9090729,$,652 Seneca Ave,11385.0,0.0
Spice Symphony,326,Chinese,4.5,40.7558937072754,-73.9715347290039,$$,150 E 50th St,10022.0,1.0
Tuome,390,American (New),4.0,40.724124827240004,-73.9828906263924,$$$,536 E 5th St,10009.0,1.0
Nyonya,1925,Asian Fusion,4.0,40.7190148,-73.9968228,$$,199 Grand St,10013.0,1.0
Jasmine Restaurant,196,Shanghainese,4.0,40.754670000000004,-73.97057,$$,216 E 49th St,10017.0,0.0
Grand Sichuan,420,Chinese,3.5,40.747413,-74.001052,$$,229 9th Ave,10001.0,1.0
M Greenpoint,71,Dim Sum,3.5,40.72632,-73.95193,$$,732 Manhattan Ave,11222.0,1.0
Dunhuang Noodles - Upper West,51,Chinese,3.5,40.81106,-73.95818,$$,1268 Amsterdam Ave,10027.0,0.0
Joe's Shanghai,1399,Shanghainese,3.5,40.7627694517048,-73.9759005803566,$$,24 W 56th St,10019.0,0.0
Liu's Shanghai,325,Shanghainese,4.5,40.6026411895768,-74.00387665491421,$$,1869 Bath Ave,11214.0,0.0
King Wah Restaurant,69,Chinese,3.5,40.7099237520059,-73.89899767120279,$,6417 Fresh Pond Rd,11385.0,1.0
East Harbor Seafood Palace,634,Dim Sum,4.0,40.633533,-74.01434300000003,$$,714 65th St,11220.0,1.0
Chong Qing Xiao Mian,261,Chinese,4.0,40.76513,-73.98753,$$,796 9th Ave,10019.0,1.0
Hunan Bistro,196,Chinese,3.5,40.73234,-73.9881,$$,96 3rd Ave,10003.0,1.0
Xian Famous Foods,635,Chinese,4.0,40.747844,-73.983901,$$,14 E 34th St,10016.0,1.0
Pinch Chinese,249,Chinese,4.0,40.72645,-74.0018,$$,177 Prince St,10012.0,0.0
Yun Nan Flavor Garden,265,Chinese,4.0,40.639996000000004,-74.004509,$,5121 8th Ave,11220.0,0.0
Spicy Village,570,Chinese,4.0,40.71695,-73.99327,$,68 Forsyth St,10002.0,1.0
Kum Kau,233,Chinese,3.5,40.693573,-73.966702,$$,465 Myrtle Ave,11205.0,0.0
Hong Kong Express,43,Chinese,4.0,40.69617,-73.904721,$,989 Wyckoff Ave,11385.0,1.0
Noodle Village,911,Chinese,4.0,40.714166999999996,-73.99880300000002,$,13 Mott St,10013.0,1.0
Chuan Tian Xia 川天下,68,Szechuan,4.5,40.6397,-74.00913100000002,$$,5502 7th Ave,11220.0,0.0
Niu Noodle House,638,Chinese,4.0,40.734352,-74.00008199999998,$$,15 Greenwich Ave,10014.0,1.0
Lucky Garden,10,Chinese,4.0,40.7003,-73.91221,$,305L Wyckoff Ave,11237.0,1.0
Golden Z,72,Chinese,4.0,40.598533,-73.956928,$,1410 Ave U,11229.0,0.0
New Asian Cuisine,19,Asian Fusion,4.5,40.739352399999994,-73.92102129999998,$,44-20 48th Ave,11377.0,1.0
Excellent Dumpling House,480,Dim Sum,4.0,40.744049439635795,-73.995028194335,$$,165 W 23rd St,10011.0,1.0
China Jade,111,Chinese,4.0,40.77747,-73.95239000000002,$$,1643 2nd Ave,10028.0,0.0
Happy Hot Hunan,131,Chinese,3.5,40.80133,-73.96466,$$,969 Amsterdam Ave,10025.0,0.0
Wong Kwong Hop,62,Chinese,4.5,40.735659999999996,-73.88150999999998,$,85-27 Grand Ave,11373.0,0.0
Radiance Tea House and Books,811,Asian Fusion,4.0,40.7639799,-73.98065,$$,158 W 55th St,10019.0,0.0
Flor De Mayo,1111,Chinese,4.0,40.78609,-73.97658,$$,484 Amsterdam Ave,10024.0,1.0
New Jin Shing,29,Chinese,4.0,40.682072999999995,-73.909389,$,1794 Broadway,11207.0,0.0
Wan's Garden,23,Chinese,4.5,40.702864,-73.901421,$,6826 Forest Ave,11385.0,0.0
Shu Han Ju,145,Chinese,3.5,40.73558,-73.99843,$$,465 6th Ave,10011.0,0.0
Hunan Slurp,155,Noodles,4.0,40.72669000000001,-73.98563,$$$,112 1st Ave,10009.0,0.0
Di Di Restaurant,36,Chinese,4.0,40.62813,-73.94729,$,2318 Nostrand Ave,11210.0,1.0
New China Wok Chinese Kitchen,20,Chinese,4.0,40.68257,-73.97927,$,57 4th Ave,11217.0,0.0
Happy Garden Chinese Restaurant,33,Chinese,4.0,40.633140000000004,-74.02678,$,7211 3rd Ave,11209.0,1.0
Wok 88,245,Chinese,3.5,40.78042,-73.95322,$$,1570 3rd Ave,10128.0,1.0
Yummy City,34,Chinese,4.0,40.7879244458184,-73.94898635581801,$,1557 Lexington Ave,10029.0,1.0
Dunhuang - East Village,102,Chinese,4.0,40.73081,-73.98568,$$,300 E 12th St,10003.0,0.0
Chen's Buffet Bar,31,Chinese,4.0,40.70712,-74.00845,$,32 Cedar St,10038.0,0.0
La Salle Dumpling Room,136,Chinese,4.0,40.7731596,-73.98951,$$,35 W End Ave,10023.0,1.0
Little Alley,266,Shanghainese,4.0,40.74744000000001,-73.97728000000002,$$,550 3rd Ave,10016.0,1.0
Bang Chengdu Street Kitchen,151,Szechuan,4.0,40.74355,-73.99507,$,158 W 23rd St,10011.0,0.0
Happy Fortune Chinese Restaurant,22,Chinese,3.5,40.7399544,-73.9181973,$,47-57 47th St,11377.0,1.0
Wu Liang Ye,481,Szechuan,3.5,40.75781,-73.97994,$$,36 W 48th St,10036.0,0.0
No 1 Flower Drum House,71,Chinese,3.5,40.777674,-73.908463,$,21-05 31st St,11105.0,0.0
Kai Feng Fu 開封府鍋貼,222,Chinese,4.0,40.64201,-74.00238,$,4801 8th Ave,11220.0,0.0
Legend 72,195,Chinese,3.5,40.77796,-73.9796901,$$,127 W 72nd St,10023.0,0.0
Calle Dao - Chelsea,377,Cuban,4.5,40.7476515,-74.0037312,$$,461 W 23rd St,10011.0,0.0
Spice Symphony,541,Indian,4.0,40.744721999999996,-73.981202,$$,182 Lexington Ave,10016.0,1.0
Tasty Hand-Pulled Noodles,1473,Chinese,4.0,40.7142,-73.99786999999998,$,1 Doyers St,10013.0,1.0
Peking BBQ,221,Chinese,4.0,40.7456439082048,-73.9062357614363,$,58-11 Woodside Ave,11377.0,0.0
Little Tong Noodle Shop,46,Noodles,4.0,40.75721,-73.96799,$$,235 E 53rd St,10022.0,0.0
Silky Kitchen,109,Chinese,4.5,40.73297,-73.98829,$,137 E 13th St,10003.0,0.0
8 Dragon & Phoenix Chinese Restaurant,19,Chinese,4.0,40.775851824269296,-73.91128542386241,$,2217 31st St,11105.0,1.0
Lichee Nut,253,Chinese,3.0,40.694148999999996,-73.99281309999998,$,162 Montague St,11201.0,1.0
Li Wan Restaurant,23,Chinese,4.0,40.7122917175293,-73.89613342285159,$$,6428 Metropolitan Ave,11379.0,1.0
No.1 Chinese Restaurant,150,Chinese,3.0,40.7046671846472,-74.0105490435282,$$,10 S William St,10004.0,1.0
Golden Forest,141,Chinese,4.0,40.7167,-73.98945,$,353 Grand St,10002.0,1.0
Xi'an Famous Foods,378,Noodles,4.0,40.7620999,-73.97731999999998,$$,37 W 54th St,10019.0,0.0
Mr. Wonton,22,Chinese,4.0,40.691989899999996,-73.8639984,$,78-05 Jamaica Ave,11421.0,1.0
Very Fresh Noodles,708,Taiwanese,4.0,40.742338700848606,-74.00625,$$,425 W 15th St,10011.0,1.0
Golden Chopstick,61,Chinese,3.5,40.671833899999996,-73.957229,$,789 Franklin Ave,11238.0,0.0
New Li Yuan,58,Cantonese,4.0,40.754589387013,-73.9912518276348,$,273 W 38th St,10018.0,0.0
Tiny Shanghai,155,Shanghainese,4.5,40.71781,-73.99795,$$,122 Mulberry St,10013.0,0.0
Just for Fen,101,Noodles,4.5,40.7311641211205,-73.9830346405506,$$,229 1st Ave,10003.0,0.0
Queens Seafood Restaurant,108,Seafood,3.5,40.741503200000004,-73.8825862,$$,8222 45th Ave,11373.0,1.0
Jac Mao,126,Chinese,3.5,40.5859153194951,-74.0929840380287,$$,1771 Hylan Blvd,10305.0,0.0
Taste of China,52,Chinese,3.5,40.72762,-73.892011,$,7100 Grand Ave,11378.0,0.0
Good Luck Chinese Restaurant,10,Chinese,4.5,40.739204316664704,-73.91976258993529,$,4516 48th Ave,11377.0,1.0
Junzi Kitchen,116,Chinese,4.5,40.72878,-74.00061,$$,170 Bleecker St,10012.0,0.0
Friendly Restaurant,55,Chinese,3.5,40.7559963313064,-73.9424634196434,$,1205 40th Ave,11101.0,1.0
Burp Bowl Cafe,182,Chinese,4.0,40.74183,-73.98271,$,134 E 27th St,10010.0,1.0
Spy C Cuisine,107,Chinese,4.0,40.71903,-73.84249,$$,72-06 Austin,11375.0,0.0
Mei Chung Mei Restaurant,17,Chinese,4.0,40.8784523010254,-73.902961730957,$$,157 W 231st St,10463.0,0.0
Hunan Manor,288,Chinese,3.5,40.74965,-73.97707,$$,339 Lexington Ave,10016.0,1.0
Hong Kong Chinese Restaurant,21,Chinese,4.0,40.710983,-73.90486899999998,$,6297 Forest Ave,11385.0,1.0
Szechuan Garden,68,Chinese,3.5,40.662378000000004,-73.98508000000002,$$,463 7th Ave,11215.0,1.0
King's Chef,37,Chinese,4.0,40.764358,-73.91070500000002,$,4311 28th Ave,11103.0,0.0
Le Sia,168,Cajun/Creole,4.0,40.728885999999996,-73.989841,$$,11 E 7th St,10003.0,0.0
The Handpulled Noodle,605,Chinese,4.0,40.828384,-73.948674,$$,3600 Broadway,10031.0,1.0
Land of Plenty,285,Chinese,3.5,40.76063,-73.96664,$$,204E 58th St,10022.0,0.0
Wing Hing Chinese Restaurant,13,Chinese,4.0,40.665832,-73.953918,$,312 Rogers Ave,11225.0,0.0
New Double Dragon,67,Chinese,4.0,40.7242431,-73.9881041,$,37 1st Ave,10003.0,1.0
Fortune House,107,Chinese,3.0,40.698454999999996,-73.992805,$$,82 Henry St,11201.0,1.0
Szechuan Gourmet 56,337,Szechuan,3.0,40.765716999999995,-73.98286709999998,$$,242 W 56th St,10019.0,0.0
J's Wong,62,Chinese,3.5,40.67402,-73.95661,$,717 Franklin Ave,11238.0,0.0
China Delight,15,Chinese,4.0,40.661844,-73.99688499999998,$,722 4th Ave,11232.0,1.0
Vanessa's Dumpling House,2417,Chinese,4.0,40.71839,-73.99173990000001,$,118A Eldridge St,10002.0,0.0
Wah Kwoon Chinese Kitchen,34,Chinese,3.5,40.72463,-73.947486,$,146 Nassau Ave,11222.0,0.0
Dragon Gate Chinese Cuisine,20,Chinese,4.0,40.778622,-73.9026148701016,$$,1944 37th St,11105.0,0.0
Manting,182,Chinese,3.5,40.7601476826859,-73.9829980954528,$$,150 W 49th St,10019.0,0.0
Shanghai Zhen Gong Fu 上海真功夫,94,Shanghainese,4.0,40.73599,-73.87735,$$,86-16 Queens Blvd,11373.0,0.0
Jardin De China,195,Chinese,4.0,40.750608899999996,-73.87007220000002,$$,3737 Junction Blvd,11368.0,0.0
Baili Restaurant,22,Chinese,4.0,40.65047,-73.951484,$,2728 Church Ave,11226.0,0.0
Chop Shop II,203,Chinese,3.5,40.74324,-73.99123,$$,41 W 24th St,10010.0,0.0
Win Son,341,Taiwanese,4.5,40.70747,-73.94339000000002,$$,159 Graham Ave,11206.0,1.0
Yaso Tangbao,220,Shanghainese,4.0,40.74998,-73.973,$$,220 E 42nd St,10017.0,1.0
Savour Sichuan,186,Szechuan,3.5,40.75311,-73.98614,$$,108 W 39th St,10018.0,1.0
Hunan House,241,Chinese,3.5,40.76292,-73.97653000000003,$$,40 W 56th St,10019.0,1.0
Michael & Ping's Modern Chinese Take-Out,243,Chinese,3.5,40.672501000000004,-73.990177,$$,437 3rd Ave,11215.0,0.0
Lee Good Taste,11,Chinese,4.5,40.67518701480439,-73.8729380071163,$,2686 Pitkin Ave,11208.0,0.0
Lotus Express,50,Chinese,4.0,40.86627,-73.9246,$,4840 Broadway,10034.0,0.0
Tang Pavilion,289,Chinese,3.5,40.762848999999996,-73.977189,$$,65 W 55th St,10019.0,1.0
Red Hot Szechuan,170,Chinese,3.0,40.666088,-73.98191,$$,349 7th Ave,11215.0,0.0
Xi'an Famous Foods,347,Chinese,4.0,40.79847,-73.96934,$,2675 Broadway,10025.0,0.0
Homei Restaurant,13,Chinese,4.0,40.6854858398438,-73.9298324584961,$,222 Malcolm X Blvd,11221.0,0.0
Hot Space,113,Szechuan,4.5,40.640679999999996,-74.00476,$$,774 51st St,11220.0,0.0
Chang Heng,16,Chinese,3.5,40.69213,-73.9867,$,54 Willoughby St,11201.0,1.0
New Hong Kong House,17,Chinese,4.0,40.64009,-73.96632,$,1222 Cortelyou Rd,11218.0,0.0
Dim Sum Bar,163,Dim Sum,4.0,40.714728,-73.961372,$$,167 Grand St,11249.0,1.0
New Wah On Restaurant,8,Chinese,4.5,40.671096999999996,-73.882299,$,986 Sutter Ave,11208.0,0.0
King's Kitchen,216,Chinese,4.0,40.71399,-73.99367,$,92 E Broadway,10002.0,0.0
Bamboo Express,29,Chinese,4.0,40.65395,-73.95993,$$,772 Flatbush Ave,11226.0,0.0
China Kettle,35,Chinese,4.0,40.6173427,-73.91065079999998,$$,6606 Ave U,11234.0,0.0
Imperial Palace,392,Seafood,4.0,40.761866999999995,-73.830619,$$,13613 37th Ave,11354.0,1.0
Tomorrow,77,Chinese,3.5,40.707425,-74.004785,$,200 Pearl St,10038.0,0.0
King's Wok,17,Chinese,3.5,40.76005,-73.90741,$,4912 30th Ave,11377.0,0.0
Hop Lee Restaurant,273,Chinese,4.0,40.714259999999996,-73.99849,$$,16 Mott St,10013.0,0.0
Home's Kitchen Chinese Restaurant,177,Chinese,3.5,40.73944,-73.98913,$$,22 E 21st St,10010.0,0.0
YunShang Rice Noodle House,44,Chinese,4.0,40.71525,-73.99765,$$,53 Bayard St,10013.0,0.0
Jade Chinese Restaurant,39,Chinese,4.0,40.7080256,-73.8306941,$,8159 Lefferts Blvd,11415.0,0.0
Jiangnan Chinese Cuisine,40,Chinese,3.5,40.70838,-74.01408,$$,103 Washington St,10006.0,0.0
Little Pepper,277,Szechuan,4.0,40.78245,-73.84618,$$,18-24 College Point Blvd,11356.0,0.0
Nuevo Jardin De China Restaurant,198,Chinese,3.5,40.761551375569894,-73.92431488202041,$$,3205 Broadway,11106.0,1.0
Chung Chun Kitchen,21,Chinese,3.5,40.69314,-73.973,$,338 Myrtle Ave,11205.0,1.0
Little Tong Noodle Shop,236,Noodles,4.0,40.72937,-73.98424,$$,177 1st Ave,10003.0,0.0
Golden Dragon,68,Chinese,3.5,40.76287,-73.92097,$,3406 31st Ave,11106.0,0.0
Golden Fried Dumpling,333,Chinese,3.5,40.6925117969513,-73.98436971008779,$,192 Duffield St,11201.0,0.0
Hop Kee,747,Seafood,3.5,40.71443,-73.99889,$$,21 Mott St,10013.0,0.0
Hop Lee Kitchen,35,Chinese,3.5,40.732909899999996,-73.95455,$,992 Manhattan Ave,11222.0,1.0
Family Garden,24,Chinese,4.0,40.635335,-73.960987,$,1709 Foster Ave,11230.0,1.0
Wen Gee House,11,Chinese,3.5,40.678898,-74.010712,$,287 Van Brunt St,11231.0,1.0
Kamshing,12,Chinese,4.0,40.629979999999996,-73.96099,$,1608 Avenue H,11230.0,0.0
Szechuan Delight Restaurant,99,Chinese,3.0,40.67254000000001,-73.97706,$$,152 7th Ave,11215.0,1.0
Weng Garden,10,Chinese,4.0,40.685707,-73.920722,$,872 Hancock St,11233.0,0.0
Pao & Cha Cha,118,Asian Fusion,4.0,40.7718436,-73.92405790000002,$$,2303 Astoria Blvd,11102.0,1.0
Great Wall,12,Chinese,4.0,40.795074,-73.935684,$,2234 1st Ave,10029.0,1.0
Great Wall,12,Chinese,4.0,40.795074,-73.935684,$,2234 1st Ave,10029.0,1.0
Great Wall,12,Chinese,4.0,40.795074,-73.935684,$,2234 1st Ave,10029.0,1.0
Great Wall,12,Chinese,4.0,40.795074,-73.935684,$,2234 1st Ave,10029.0,1.0
Wok Express,11,Chinese,4.5,40.798202,-73.939417,$,2133 3rd Ave,10035.0,0.0
J J Chan's Garden,108,Chinese,3.5,40.758708399999996,-73.8922443,$$,7521 31st Ave,11370.0,0.0
M Shanghai Bistro & Garden,412,Shanghainese,3.5,40.71293,-73.95756999999998,$$,292 Grand St,11211.0,0.0
Flor de Mayo,505,Chinese,4.0,40.797832,-73.969948,$$,2651 Broadway,10025.0,0.0
La Salle Dumpling Room,195,Asian Fusion,4.0,40.814029999999995,-73.95983000000003,$$,3141 Broadway,10027.0,1.0
Empire Express,35,Chinese,3.5,40.66918,-73.98567,$,319 9th St,11215.0,1.0
New Golden Star,76,Chinese,3.5,40.8498685,-73.9362273,$$,4247 Broadway,10033.0,1.0
Precious Island Dim Sum,121,Dim Sum,4.0,40.570595000000004,-74.110448,$$,366 New Dorp Ln,10306.0,0.0
Chong Qing Xiao Mian II,29,Chinese,4.0,40.72645,-73.98884,$$,82 2nd Ave,10003.0,0.0
Lan Sheng Restaurant,99,Szechuan,3.5,40.7517141867087,-73.9883603449123,$$,128 W 36th St,10018.0,1.0
Good Taste Restaurant,46,Chinese,4.0,40.8214624,-73.9543845,$,3371 Broadway,10031.0,1.0
Chinese Musician Restaurant,120,Chinese,3.0,40.7303597,-73.9537321,$,151 Greenpoint Ave,11222.0,1.0
Mr Wonton,174,Chinese,3.5,40.67517,-73.97480999999998,$$,73 7th Ave,11217.0,0.0
Lin's Kitchen,39,Chinese,3.5,40.75051,-73.8955064,$,70-24 35th Ave,11372.0,0.0
Hakkasan,837,Chinese,3.5,40.758619,-73.989961,$$$$,311 W 43rd St,10036.0,1.0
No Pork Halal Kitchen,108,Chinese,4.0,40.68332,-73.97936,$,50 4th Ave,11217.0,1.0
Carma East,206,Bars,4.0,40.725409899999995,-73.98326999999998,$$,507 E 6th St,10009.0,0.0
New Golden Dragon Restaurant,26,Chinese,4.0,40.8242006,-73.9455163,$,398 W 145th St,10031.0,0.0
Ho Wah Chinese Restaurant,6,Chinese,3.5,40.6870242760585,-73.944796100731,$,551 Gates Ave,11216.0,0.0
Congee Village,1456,Cantonese,3.5,40.7187,-73.99031,$$,100 Allen St,10002.0,1.0
Hong Kong Station,92,Dim Sum,3.5,40.75894,-73.98371999999998,$$,157 W 47th St,10036.0,0.0
Little China City,20,Chinese,4.5,40.8619347,-73.8915787,$,371 E Fordham Rd,10458.0,1.0
SHI MIAODAO Yunnan Rice Noodle,65,Chinese,4.5,40.72904000000001,-73.9881,$$,33 Saint Marks Pl,10003.0,0.0
The Tang,291,Noodles,4.0,40.72703,-73.98539,$$,120 1st Ave,10009.0,1.0
New Star,41,Chinese,3.5,40.592772,-73.947705,$,2212 Ave X,11235.0,1.0
99 Favor Taste,1573,Chinese,4.0,40.717619899999995,-73.99249,$$,285 Grand St,10002.0,1.0
Pearl Garden,80,Chinese,4.0,40.786695,-73.8219,$,14508 14th Ave,11357.0,0.0
Chen's Garden,11,Chinese,4.0,40.6500633,-73.8909008,$,11046 Flatlands Ave,11207.0,0.0
Yaso Tangbao,50,Shanghainese,4.0,40.65614,-74.00725,$$,253 36th St,11232.0,1.0
Wo Hop,1284,Chinese,3.5,40.71422390345821,-73.9988691693115,$$,17 Mott St,10013.0,0.0
