name,review_count,categories,rating,latitude,longitude,price,address,zip_code,Problem
Great Wall Kitchen,6,Chinese,3.5,40.81328920000001,-73.9454751,$,2238 Adam Clayton Powell,10027.0,1.0
Hua Rong Chinese Restaurant,28,Chinese,3.0,40.74084000000001,-73.87921,$,8323 Broadway,11373.0,0.0
New King's Wok Kitchen,14,Chinese,4.0,40.91044,-73.89681,$,6669 Broadway,10471.0,0.0
Rose Flower Restaurant,10,Chinese,4.0,40.86797,-73.88383,$,383 Bedford Park Blvd,10458.0,0.0
Tim Ho Wan,1420,Dim Sum,3.5,40.731505,-73.9899313,$$,85 4th Ave,10003.0,1.0
Sushumai Asian Fusion,123,Sushi Bars,4.5,40.721161069084786,-73.9872866123915,$$,112 Stanton St,10002.0,0.0
Famous Gourmet,7,Chinese,4.5,40.64933900000001,-74.009188,$,4415 4th Ave,11220.0,0.0
Chinatown Restaurant,246,Japanese,3.0,40.78286,-73.95125999999998,$$,1650 3rd Ave,10128.0,1.0
China City Restaurant,3,Chinese,3.0,40.661248,-73.915723,$,790 Saratoga Ave,11212.0,1.0
Joe's Steam Rice Roll,360,Dim Sum,4.5,40.76012,-73.82941,$,136-21 Roosevelt Ave,11354.0,0.0
Super Kew Garden,47,Chinese,3.5,40.714514,-73.83219100000002,$,11814 Queens Blvd,11375.0,0.0
Kam-Wei Kitchen,32,Chinese,3.5,40.76128,-73.99391999999997,$,630 10th Ave,10036.0,0.0
Bei Jing Chinese Foods,18,Chinese,3.5,40.768619,-73.98850999999998,$,860 10th Ave,10019.0,0.0
AA Chinese Restaurant,20,Chinese,3.0,40.851819899999995,-73.90312,$$,214 E Burnside Ave,10457.0,0.0
China Garden,15,Chinese,4.0,40.60102,-74.00131,$,2014 Bath Ave,11214.0,1.0
Golden Dragon,7,Chinese,4.0,40.640174,-73.99401800000003,$,4413 New Utrecht Ave,11219.0,0.0
Food King,13,Chinese,4.0,40.711729999999996,-73.99401,$,56 Market St,10002.0,1.0
Claypot Noodles Shop,3,Chinese,5.0,40.64327,-74.00845,$,5017 6th Ave,11220.0,0.0
Wing Wah Restaurant,31,Chinese,3.5,40.710772999999996,-73.85427,$,9812 Metropolitan Ave,11375.0,1.0
Great Dragon,11,Chinese,4.0,40.64526400000001,-73.999779,$,4224 8th Ave,11232.0,1.0
Hunan Chen's Kitchen,37,Chinese,3.0,40.80133,-73.96113000000003,$,1003 Columbus Ave,10025.0,0.0
Empire Szechuan,201,Chinese,2.5,40.775683,-73.98017800000002,$$,193 Columbus Ave,10023.0,1.0
China Kitchen,5,Mexican,2.0,40.65085,-73.94619,$,3312 Church Ave,11203.0,1.0
No 1 Wok,7,Chinese,2.5,40.805913000000004,-73.913984,$,262 Cypress Ave,10454.0,0.0
Green Dragon Restaurant,50,Chinese,3.0,40.818876,-73.816705,$$,4111 E Tremont Ave,10465.0,0.0
Empire Szechuan Restaurant,46,Chinese,3.0,40.6259299,-74.1384,$$,1537 Forest Ave,10302.0,0.0
Xing Wang,7,Chinese,3.0,40.69668,-73.93496999999998,$,956 Broadway,11206.0,0.0
East 21,68,Japanese,3.5,40.7464685299281,-73.8940858840942,$,71-26 Roosevelt Ave,11372.0,0.0
Yummy Chinese Restaurant,6,Chinese,3.5,40.641075,-73.95581899999998,$,1195 Flatbush Ave,11226.0,1.0
Cafe Kashkar,225,Chinese,4.0,40.5778011,-73.95573809999998,$$,1141 Brighton Beach Ave,11235.0,1.0
New Hong Kong Restaurant,5,Chinese,4.0,40.8001850545406,-73.9404103159904,$,1907 Lexington Ave,10035.0,1.0
Xin Fa Bakery,160,Bakeries,4.0,40.637229999999995,-74.00738,$,5617 8th Ave,11220.0,1.0
Moishe's Place,14,Kosher,3.5,40.6952229685817,-73.95639896392821,$$,868 Bedford Ave,11205.0,0.0
Corner 28 - The Roast,55,Chinese,4.0,40.6401824951172,-74.0049591064453,$,5124 8th Ave,11220.0,0.0
Rego Garden Restaurant,31,Chinese,3.5,40.7282669,-73.8636984,$,9303 63rd Dr,11374.0,0.0
Green Lake Restaurant,52,Chinese,3.0,40.65323,-73.95922,$,795 Flatbush Ave,11226.0,0.0
Ling Ling Kitchen,20,Chinese,3.5,40.68387,-73.99969,$,508 Henry St,11231.0,0.0
Modern Szechuan,11,Chinese,3.0,40.7559013,-73.9800568,$,7 W 45th St,10036.0,0.0
Kam Fung Kitchen,14,Chinese,3.0,40.61924000000001,-73.92430999999998,$$,5221 Ave N,11234.0,0.0
Wah Lung Kitchen,16,Chinese,3.5,40.781677,-73.914604,$,2111 21st Ave,11105.0,0.0
Ming's Chinese Kitchen,23,Chinese,3.5,40.7369759,-73.86577159999999,$,56-15 Junction Blvd,11373.0,0.0
King's Chef Chinese Restaurant,40,Chinese,3.5,40.787688541226295,-73.809207604069,$$,15327 Cross Island Pkwy,11357.0,0.0
Ha Ha,29,Chinese,3.5,40.6180175,-74.03049250000002,$,9212 4th Ave,11209.0,0.0
Peking Taste,27,Chinese,3.5,40.5522429943085,-74.1909474134445,$,262 Arden Ave,10312.0,1.0
Chance Asian Bistro & Bar,320,Asian Fusion,4.0,40.6842,-73.99192,$$,223 Smith St,11201.0,0.0
108 Food Dried Hot Pot,119,Hot Pot,3.5,40.80271,-73.96738,$$,2794 Broadway,10025.0,1.0
Boe Lee Chinese,20,Chinese,3.5,40.85457,-73.86601999999998,$,741 Lydig Ave,10462.0,0.0
Halal Kitchen,14,Halal,3.5,40.793049850767204,-73.9408185787398,$,2135 2nd Ave,10029.0,1.0
New Wong Asian Food,61,Chinese,2.5,40.7638749,-73.9590615,$,1217 1st Ave,10065.0,1.0
Green Garden,24,Chinese,3.0,40.62896,-74.11416,$$,752 Forest Ave,10310.0,1.0
Empire,22,Chinese,3.5,40.8028688256819,-73.9530954451981,$,1902 Adam Clayton Powell Jr Blvd,10039.0,1.0
Peking Kitchen,20,Chinese,3.5,40.60372,-74.13141,$,309 Bradley Ave,10314.0,1.0
Talk of the Town,84,Chinese,3.0,40.74807,-73.89348000000003,$$,37-21 72nd St,11372.0,0.0
Teng Dragon,17,Chinese,3.0,40.7961006164551,-73.9349899291992,$,2260 1st Ave,10035.0,1.0
Maxim,22,Chinese,3.0,40.7461429,-73.8969407,$,6812 Roosevelt Ave,11377.0,0.0
Double Dragon Restaurant,16,Chinese,4.0,40.867191,-73.89807900000002,$,2647 Jerome Ave,10468.0,1.0
Double Happy,12,Chinese,3.0,40.6923332214355,-73.8583450317383,$,8518 Jamaica Ave,11421.0,0.0
Asian Jewels Seafood Restaurant,972,Seafood,3.5,40.759076,-73.8337556,$$,13330 39th Ave,11354.0,1.0
New China,21,Chinese,2.5,40.71303560000001,-73.8775253,$,74-19 Metropolitan Ave,11379.0,1.0
New China,21,Chinese,2.5,40.71303560000001,-73.8775253,$,74-19 Metropolitan Ave,11379.0,1.0
King Garden,43,Chinese,3.5,40.715512106847704,-73.8322485610843,$,116-49 Queens Blvd,11375.0,1.0
King Garden,43,Chinese,3.5,40.715512106847704,-73.8322485610843,$,116-49 Queens Blvd,11375.0,1.0
King Garden,43,Chinese,3.5,40.715512106847704,-73.8322485610843,$,116-49 Queens Blvd,11375.0,1.0
King Garden,43,Chinese,3.5,40.715512106847704,-73.8322485610843,$,116-49 Queens Blvd,11375.0,1.0
Mid China,19,Chinese,3.5,40.616115570068395,-74.0304641723633,$,9409 5th Ave,11209.0,1.0
Bao Bao Cafe,404,Cafes,4.0,40.740829,-73.983474,$,61 Lexington Ave,10010.0,1.0
Hong Garden,8,Chinese,3.5,40.82192993164061,-73.9383544921875,$,2515 Adam Clayton Powell,10039.0,0.0
Taiwan Pork Chop House,365,Taiwanese,4.0,40.714240000000004,-73.99799,$,3 Doyers St,10013.0,1.0
King Wah,35,Cantonese,3.5,40.7544858,-73.89684040000002,$,6911 Northern Blvd,11377.0,0.0
Happy Garden,10,Chinese,3.0,40.6875151,-73.99791479999998,$$,402 Henry St,11201.0,1.0
Mei Wei Restaurant,4,Chinese,4.0,40.6368,-73.91199,$$,765 E 82nd St,11236.0,1.0
Ming's Caffe,101,Chinese,4.0,40.71432100000001,-73.990509,$,28 Canal St,10002.0,0.0
Tang Hotpot,143,Hot Pot,4.0,40.71866,-73.99435,$$$,135 Bowery,10002.0,0.0
Fong Kwan Kitchen,23,Chinese,3.0,40.712351,-73.894299,$,6548 Metropolitan Ave,11379.0,0.0
Lin's Garden,5,Chinese,3.0,40.824379528601,-73.92289816189499,$$,765 Concourse Village,10451.0,0.0
Double Chinese Restaurant,12,Chinese,3.5,40.74218,-73.85458,$,5316 108th St,11368.0,0.0
Golden City Chinese Kitchen,2,Chinese,3.5,40.6875,-73.99795,$,402 Henry St,11201.0,1.0
Zhà Pan Asian,18,Pan Asian,4.5,40.7489953,-73.9880316,$,33RD St And Broadway,10001.0,0.0
Zai Lai: Homestyle Taiwanese,101,Taiwanese,3.5,40.767127,-73.983016,$$,1000 S 8th Ave,10019.0,0.0
Guan Fu Sichuan,169,Szechuan,4.0,40.759112,-73.83227099999998,$$,39-16 Prince St,11354.0,0.0
East Ocean Seafood Restaurant,24,Chinese,3.5,40.599089899999996,-73.95289,$$,1818 Avenue U,11229.0,0.0
No. 1 Restaurant,20,Tex-Mex,3.5,40.8577976485116,-73.9319991019366,$$,4480 Broadway,10040.0,1.0
Egg Roll,9,Szechuan,2.5,40.682291,-73.91000600000002,$$,1772 Broadway,11207.0,0.0
Golden Imperial Palace,110,Dim Sum,3.5,40.6366705,-74.01489140000002,$$,618 62nd St,11220.0,0.0
Golden Kitchen,8,Chinese,4.0,40.69224000000001,-73.86299,$,7909 Jamaica Ave,11421.0,1.0
August Gatherings,189,Cantonese,3.5,40.71865560000001,-74.00110040000001,$$$,266 Canal St,10013.0,1.0
A A Jing,277,Chinese,3.5,40.762,-73.99041,$$,689 9th Ave,10036.0,0.0
Rainbow Fang's Kitchen,27,Japanese,3.5,40.744459899999995,-73.9128099,$,51-21 43rd Ave,11377.0,0.0
United Kitchen,3,Chinese,4.5,40.676409,-73.881523,$,766 Liberty Ave,11208.0,1.0
New Win Way Restaurant,17,Chinese,3.5,40.587544,-73.9605452,$,2830 Coney Island Ave,11235.0,0.0
Great Taste Dumpling,141,Chinese,3.5,40.6444549560547,-73.9998245239258,$,4317 8th Ave,11232.0,1.0
New Spring Garden,8,Chinese,4.0,40.7487976,-73.8716292,$,9426 Roosevelt Ave,11372.0,1.0
Mr Wonton,50,Chinese,3.0,40.743635999999995,-73.92026329999999,$,4411 Queens Blvd,11104.0,0.0
Di Di Dumpling,157,Chinese,3.5,40.74017,-73.98451999999997,$,38 Lexington Ave,10010.0,0.0
New King Garden,10,Chinese,4.0,40.6179021577721,-74.0102157744411,$$,7901 13th Ave,11228.0,1.0
New King Garden,10,Chinese,4.0,40.6179021577721,-74.0102157744411,$$,7901 13th Ave,11228.0,1.0
New King Garden,10,Chinese,4.0,40.6179021577721,-74.0102157744411,$$,7901 13th Ave,11228.0,1.0
New King Garden,10,Chinese,4.0,40.6179021577721,-74.0102157744411,$$,7901 13th Ave,11228.0,1.0
Keilly Chinese Restaurant,35,Chinese,3.0,40.7863674867809,-73.8360678,$$,13211 B 14th Ave,11356.0,0.0
Yi Hong,4,Chinese,4.5,40.6360717,-73.899573,$,9103 Ave L,11236.0,0.0
Spring Garden,4,Chinese,4.0,40.7264803,-73.87063590000002,$,6224 Woodhaven Blvd,11374.0,1.0
Fu Zhou Wei Zhong Wei Jia Xiang Feng Wei,19,Chinese,4.0,40.713837,-73.99414,$,88 E Broadway,10002.0,0.0
New Lian Xian Chinese Restaurant,1,Chinese,4.0,40.669246,-73.897361,$,587 Sutter Ave,11207.0,0.0
Simple Asia,105,Chinese,4.5,40.5746530841284,-74.1058338806033,$$,2333 Hylan Blvd,10306.0,1.0
Chinatown Restaurant,22,Chinese,3.5,40.58654,-73.94555,$$,2306 Voorhies Ave,11235.0,1.0
La Nueva Victoria,81,Chinese,3.0,40.79372,-73.971954,$$,2536 Broadway,10025.0,0.0
Asian Bay,54,Japanese,3.5,40.58504,-73.95116,$,1741 Sheepshead Bay Rd,11235.0,0.0
No 1 Chinese Restaurant,38,Chinese,2.5,40.732437,-73.982139,$,265 1st Ave,10003.0,1.0
Halal Xpress,27,Asian Fusion,4.5,40.61303,-73.99676,$,7524 18th Ave,11214.0,0.0
Panda Garden Chinese Restaurants,9,Chinese,3.5,40.743352,-73.855859,$,10718 Corona Ave,11368.0,0.0
Hunan 3 Chinese Restaurant,25,Chinese,3.0,40.7613425374672,-73.9314051011108,$,2414 34th Ave,11106.0,0.0
Jing Lung Chinese Restaurant,10,Chinese,2.5,40.65673828125,-73.9505157470703,$,1242 Nostrand Ave,11225.0,1.0
Raku,179,Japanese,4.5,40.72728,-74.00251999999998,$$,48 Macdougal St,10012.0,1.0
First Choice Chinese Kitchen,44,Chinese,3.0,40.83778,-73.9425,$,3893 Broadway,10032.0,0.0
Friendly's Chinese Restaurant,22,Chinese,3.5,40.643390000000004,-73.97865,$,125 Church Ave,11218.0,0.0
Chinese Tuxedo,206,Chinese,3.5,40.71433,-73.99804,$$$,5 Doyers St,10013.0,1.0
La Dinastia II,57,Chinese,3.5,40.84319110000001,-73.9393521,$$,4059 Broadway,10032.0,0.0
Lucky Star Restaurant,9,Chinese,3.0,40.76309000000001,-73.87443,$,9419 Astoria Blvd,11369.0,1.0
Chengdu House,45,Szechuan,4.0,40.73956,-73.99918000000002,$$,88 7th Ave,10011.0,0.0
New Wong Rest,40,Chinese,3.5,40.7135887,-73.9931488,$,103 E Broadway,10002.0,0.0
Jujube Tree,339,Vegan,4.5,40.76512,-73.91821,$$,35-02 30th Ave,11103.0,1.0
Hang Lee Chinese,24,Chinese,4.0,40.867262242948,-73.9233304385214,$,666 W 204th St,10034.0,0.0
Chop Shop,222,Asian Fusion,3.5,40.7486687,-74.0031128,$$,254 10th Ave,10001.0,1.0
Yoan Ming Garden,34,Chinese,2.5,40.788129999999995,-73.95315,$,1407 Madison Ave,10029.0,0.0
Peking Duck House,782,Chinese,3.5,40.71461,-73.99871,$$$,28 Mott St,10013.0,1.0
Yang Garden Chinese Restaurant,18,Chinese,3.5,40.855266,-73.937759,$,816 W 187th St,10033.0,0.0
Simon's BBQ,29,Barbeque,4.0,40.6416092,-74.00279240000002,$,4823 8th Ave 1R,11220.0,0.0
Everybody's Kitchen,9,Cantonese,4.0,40.5724,-74.0927,$,581 Midland Ave,10306.0,0.0
Fu Yuan 富源腸粉店,109,Chinese,4.0,40.7593451,-73.83118309999998,$,135-43 Roosevelt,11354.0,0.0
Wa Lung Kitchen,55,Chinese,3.0,40.713919,-73.980251,$,557 Grand St,10002.0,1.0
New Hong Cheung Chinese Restaurant,16,Chinese,3.0,40.686764349536794,-73.9662748575211,$,143 Greene Ave,11238.0,0.0
Tangra Masala,295,Chinese,3.5,40.736536,-73.878328,$$,87-09 Grand Ave,11373.0,1.0
Six Happiness,117,Chinese,3.0,40.7700042724609,-73.95782470703121,$,1413 2nd Ave,10021.0,1.0
New China Red,30,Chinese,2.5,40.715022999999995,-74.008636,$,118 Chambers St,10007.0,0.0
New King Garden,7,Chinese,3.5,40.705360399999996,-73.8099823,$,146-12 Hillside Ave,11435.0,1.0
New King Garden,7,Chinese,3.5,40.705360399999996,-73.8099823,$,146-12 Hillside Ave,11435.0,1.0
New King Garden,7,Chinese,3.5,40.705360399999996,-73.8099823,$,146-12 Hillside Ave,11435.0,1.0
New King Garden,7,Chinese,3.5,40.705360399999996,-73.8099823,$,146-12 Hillside Ave,11435.0,1.0
Fu Lai Kitchen,13,Chinese,3.0,40.63595,-74.0256,$,6815 3rd Ave,11220.0,0.0
Jin Jin Hong Kong Cafe,228,Chinese,3.5,40.620528,-73.989131,$,6224 18th Ave,11204.0,1.0
King's Taste,18,Chinese,3.0,40.7643537,-73.88454759999998,$$,8406 Astoria Blvd,11370.0,0.0
New China Fresh,36,Chinese,3.0,40.705728,-73.831141,$,11924 Metropolitan Ave,11415.0,0.0
Chifa Restaurant,81,Chinese,3.5,40.7545675,-73.8934179,$$,73-20 Northern Blvd,11372.0,1.0
Five Loaves And Two Fishes,47,Dim Sum,3.5,40.74139470000001,-73.88064229999998,$,82-72 Broadway,11373.0,1.0
Great Wall Chinese Food,3,Chinese,4.5,40.859233,-73.899337,$,2359 Grand Concourse,10468.0,1.0
Zeng's Restaurant,9,Chinese,3.5,40.6544632,-74.00436090000002,$,950 4th Ave,11232.0,0.0
Wei West,200,Asian Fusion,3.0,40.7149792560543,-74.0148960394593,$$,235 Murray St,10282.0,0.0
Golden City Seafood Restaurant,43,Chinese,3.0,40.61683,-73.98575,$$,6418 20th Ave,11204.0,0.0
Sabrosura 2,100,Spanish,3.5,40.8317697392748,-73.86583769469,$$,1808 Westchester Ave,10472.0,0.0
Asian Spicy Curry Pop-up,125,Asian Fusion,4.5,40.715031,-73.99931,$,46 Mulberry St,10013.0,0.0
Fu Mun Lou,10,Chinese,3.5,40.638573,-74.005989,$,5405 8th Ave,11220.0,1.0
Max Bakery and Restaurant,16,Bakeries,4.0,40.7507795280278,-73.8767307208374,$,37-63 90th St,11372.0,0.0
Golden Corner Noodles,49,Chinese,4.5,40.7541243338164,-73.8327374542145,$,42-15 College Point Blvd,11355.0,1.0
Tea Station,66,Chinese,4.0,40.7564226,-73.7676567,$,47-16 Bell Blvd,11361.0,1.0
Gem Bing Shop,15,Chinese,3.5,40.729459999999996,-73.9891,$,9 Saint Marks Pl,10003.0,0.0
Bay House Bistro,66,Thai,3.0,40.6278259,-74.0764928,$$,574 Bay St,10304.0,1.0
Tamra Teahouse,72,Tea Rooms,4.5,40.675003000000004,-73.932873,$$,1524 Bergen St,11213.0,0.0
New Taste to Go,9,Chinese,4.0,40.600177,-73.991434,$,2310 86th St,11214.0,0.0
A+ Express,18,Chinese,3.0,40.699669899999996,-73.94053659999999,$$,794 Broadway,11206.0,0.0
Yiwanmen,115,Taiwanese,3.5,40.7193132739237,-73.9962630421457,$,150 Mott St,10013.0,0.0
Wah King Kitchen,10,Chinese,3.0,40.68501,-73.8608,$,79-15 Atlantic Ave,11421.0,1.0
Meiya Kitchen,8,Chinese,3.5,40.82712,-73.92503,$,858 Gerard Ave,10451.0,0.0
Spice Noodle,59,Vietnamese,3.5,40.7867088,-73.9499588,$,1509 Lexington Ave,10029.0,0.0
Number One Chinese Restaurant,10,Chinese,3.0,40.626999999999995,-73.94709,$,2925 Avenue J,11210.0,0.0
Mr Q's Chinese Restaurant,68,Chinese,3.0,40.85579,-73.85576,$$,2115 Williamsbridge Rd,10461.0,0.0
Carnival House Chinese Rstrn,10,Chinese,3.0,40.693546999999995,-73.85292,$,9209 Jamaica Ave,11421.0,0.0
Golden Palace Chinese Restaurant,12,Chinese,3.5,40.82097,-73.84817,$$,682 Castle Hill Ave,10473.0,1.0
New King's Garden,1,Chinese,5.0,40.760402,-73.872556,$,9606 31st Ave,11369.0,0.0
Long Won Chinese Food,9,Chinese,2.5,40.6373,-73.89333,$,1845 Rockaway Pkwy,11236.0,1.0
Crispy Bamboo Village,19,Asian Fusion,4.0,40.8160789713508,-73.9466381763074,$,2526 Frederick Douglass B,10030.0,0.0
Didi Restaurant,9,Tex-Mex,4.0,40.60051,-73.9401,$,2972 Ave U,11229.0,0.0
China Gourmet,202,Chinese,2.5,40.76381,-73.98524,$,877 8th Ave,10019.0,1.0
King's Kitchen,122,Cantonese,3.5,40.6393899292696,-74.0051561594009,$,5223 8th Ave,11220.0,0.0
Full Doe,12,Bakeries,4.5,40.64112,-74.017684,$,5905 4th Ave,11220.0,0.0
Golden Bay Restaurant,83,Chinese,3.5,40.6025019652255,-73.9951656013727,$$,2144 86th St,11214.0,1.0
Jing Hui,13,Chinese,3.5,40.824615478515604,-73.9396286010742,$,255 W 148th St,10039.0,0.0
Panko Express,6,Szechuan,4.0,40.6345,-73.91409,$,7802 Flatlands Ave,11236.0,1.0
Good Taste Chinese Restaurant,7,Chinese,3.0,40.671882000000004,-73.941703,$,235 Kingston Ave,11213.0,1.0
Ozi Dumplings,96,Asian Fusion,4.5,40.70381,-73.933159,$$,19 Bogart St,11206.0,0.0
Silver Star Restaurant,54,Chinese,3.5,40.62037,-73.98871899999997,$$,6221 18th Ave,11204.0,1.0
Good Taste Chinese,4,Chinese,3.5,40.629664,-73.966433,$$,1015 Ave H,11230.0,0.0
Moly's Asian Restaurant,22,Chinese,3.0,40.693529999999996,-73.9296,$$,1126 Broadway,11221.0,0.0
Sun Luck Kitchen,55,Chinese,3.0,40.676628112793004,-73.9800262451172,$,197 5th Ave,11217.0,0.0
Shun Cheong Chinese Kitchen,3,Chinese,2.5,40.79753,-73.94915,$,2 W 111th St,10026.0,0.0
Jing Fong Restaurant,2126,Dim Sum,3.5,40.7159552385198,-73.99718310762059,$$,20 Elizabeth St,10013.0,1.0
Vegetarian Palate,179,Chinese,3.5,40.679648,-73.96386700000002,$$,603 Washington Ave,11238.0,0.0
Taiwan Bear House,275,Taiwanese,4.0,40.7147185237041,-73.99779662180671,$,11 Pell St,10013.0,1.0
Peking Kitchen II,18,Chinese,3.5,40.804790000000004,-73.954735,$,2162 8th Ave,10026.0,0.0
Yip Szechuan Gourmet,11,Chinese,3.0,40.70143,-73.88920999999998,$,6541 Myrtle Ave,11385.0,0.0
Hunan Park,81,Chinese,3.0,40.79221,-73.96774,$$,721 Columbus Ave,10025.0,1.0
Empire Szechuan Noodle House,180,Chinese,2.5,40.84285,-73.93968000000002,$$,4041 Broadway,10032.0,1.0
Foo Lee,5,Fast Food,3.5,40.678709999999995,-73.88784,$,2892 Fulton St,11207.0,0.0
New Grand China Kitchen,6,Chinese,3.5,40.72645,-73.893997,$,6942 Grand Ave,11378.0,0.0
Lee's Villa,28,Chinese,2.5,40.6918338686228,-73.98631900548929,$,152 Lawrence St,11201.0,0.0
A+ Chinese Restaurant,27,Szechuan,4.0,40.7404502286817,-73.8151518512656,$$,5906 Kissena Blvd,11355.0,1.0
Panda Kitchen,10,Chinese,2.5,40.6551068,-73.887741,$,943 Pennsylvania Ave,11207.0,1.0
Red Flower Restaurant,8,Chinese,4.5,40.90444,-73.85007,$,4733 White Plains Rd,10470.0,0.0
Ting Fai Cuisine,62,Chinese,3.5,40.604760999999996,-73.999101,$,1962 86th St,11214.0,0.0
7 Days Restaurant,13,Chinese,3.0,40.6339041085454,-74.075980490841,$,364 Bay St,10301.0,1.0
Wonderful Asian Restaurant,19,Chinese,2.5,40.68555,-73.94449,$,352 A Tompkins Ave,11216.0,0.0
La Unica Caridad Restaurant,7,Cuban,3.5,40.7832742,-73.98072370000001,$$,2199 Broadway,10024.0,0.0
L'Artusi,1628,Italian,4.5,40.733714,-74.00506800000002,$$$,228 W 10th St,10014.0,1.0
Trattoria Trecolori,1995,Italian,4.0,40.75998,-73.98671,$$,254 West 47th St,10036.0,0.0
Malatesta Trattoria,1167,Italian,4.0,40.73285,-74.00846999999997,$$,649 Washington St,10014.0,0.0
Vite Vinosteria,525,Italian,4.0,40.7629734277725,-73.92119564116,$$,31-05 34th St,11106.0,0.0
Rubirosa,1821,Italian,4.0,40.72275,-73.99622,$$,235 Mulberry St,10012.0,0.0
La Lanterna Di Vittorio,1377,Italian,4.0,40.73069,-74.00015,$$,129 MacDougal St,10012.0,1.0
Uva,2141,Italian,4.0,40.7722,-73.95566,$$,1486 2nd Ave,10075.0,1.0
Supper,1205,Italian,4.0,40.7229,-73.98527,$$,156 E 2nd St,10009.0,1.0
Piccoli Trattoria,431,Italian,4.0,40.6650986895797,-73.9864727962952,$$,522 6th Ave,11215.0,1.0
IL Triangolo Restaurant,409,Italian,4.5,40.742591,-73.86735999999998,$$,96-01 Corona Ave,11368.0,0.0
Pepe Rosso Social,752,Italian,4.0,40.72007,-73.99618000000002,$$,173 Mott St,10013.0,1.0
Gaia Italian Café,928,Italian,4.5,40.721653,-73.98534599999998,$,251 E Houston St,10002.0,0.0
Tony's Di Napoli,1856,Italian,4.0,40.756409999999995,-73.98546999999998,$$,147 W 43rd St,10036.0,0.0
Piccante,120,Italian,5.0,40.633159899999995,-74.02726,$$,7214-A 3rd Ave,11209.0,0.0
Scalino,197,Italian,4.5,40.724469899999995,-73.95151,$$,659 Manhattan Ave,11222.0,0.0
Da Claudio,380,Italian,4.0,40.71087,-74.00753,$$,21 Ann St,10038.0,1.0
Giano Restaurant,529,Italian,4.0,40.7262256596862,-73.9840574049125,$$,126 E 7th St,10009.0,0.0
Lillo Cucina Italiana,64,Cafes,5.0,40.69023,-73.99634,$,331 Henry St,11201.0,0.0
Trattoria L'incontro,849,Italian,4.5,40.7763330374196,-73.9105868339539,$$$,21-76 31st St,11105.0,0.0
San Marzano Pasta Fresca,937,Italian,4.0,40.727989,-73.98845,$$,117 Second Ave,10003.0,0.0
Mercato,778,Italian,4.0,40.756190000000004,-73.9937,$$,352 W 39th St,10018.0,1.0
Il Posto Accanto,183,Italian,4.5,40.72238,-73.98403,$$,190 E 2nd St,10009.0,1.0
Scarpetta,1761,Italian,4.0,40.744509,-73.9856,$$$,88 Madison Ave,10016.0,1.0
Mama Rao Cucina Italiana,180,Italian,4.5,40.6291809,-74.0057526,$$$,6408 11th Ave,11219.0,0.0
Nostro Ristorante,213,Italian,4.5,40.660709999999995,-73.99429,$$,710 5th Ave,11215.0,1.0
Sapori D'Italia,170,Italian,4.5,40.71735,-73.99855,$$,105 Mulberry St,10013.0,0.0
Positano Restaurant,275,Italian,4.0,40.6127378,-74.0339271,$$,10018 4th Ave,11209.0,0.0
Masseria Dei Vini,400,Wine Bars,4.0,40.7684,-73.98558,$$$,887 9th Ave,10019.0,1.0
Briciola,748,Italian,4.0,40.763799704727795,-73.98809194564821,$$,370 W 51st St,10019.0,1.0
Antica Ristorante,427,Italian,4.5,40.703935514533796,-74.0121731758117,$$$,8 Stone St,10004.0,0.0
Da Andrea,698,Italian,4.0,40.736218,-73.99597,$$,35 W 13th St,10011.0,1.0
Carmine's Italian Restaurant - Times Square,3258,Italian,4.0,40.757490000000004,-73.98662,$$,200 W 44th St,10036.0,0.0
Lupa,1442,Italian,4.0,40.7276,-74.000045,$$$,170 Thompson St,10012.0,0.0
Olio e Piú,1561,Pizza,4.0,40.733826,-73.999852,$$,3 Greenwich Ave,10014.0,0.0
Pepe Giallo,551,Italian,4.0,40.7468940064083,-74.0049896784992,$$,195 10th Ave,10011.0,0.0
Piccola Cucina Osteria,375,Italian,4.5,40.72506,-74.00322,$$,196 Spring St,10012.0,0.0
Bamonte's,312,Italian,4.0,40.716578999999996,-73.951174,$$,32 Withers St,11211.0,0.0
Osteria Morini Manhattan,1053,Italian,4.0,40.7219179851303,-73.99764720734021,$$$,218 Lafayette St,10012.0,0.0
Lilia,607,Italian,4.0,40.71757,-73.95236,$$$,567 Union Ave,11211.0,1.0
Aurora,539,Italian,4.0,40.715621,-73.96475699999998,$$,70 Grand St,11249.0,1.0
Ornella Trattoria Italiana,825,Italian,4.0,40.774816200000004,-73.9132582,$$,29-17 23rd Ave,11105.0,1.0
Forlini's Restaurant,357,Italian,4.5,40.71695,-73.99956999999998,$$,93 Baxter St,10013.0,0.0
Zio Luigi,112,Italian,4.5,40.74386320000001,-73.9220898,$$,42-15 Queens Blvd,11104.0,1.0
Antonio's Trattoria,677,Italian,4.5,40.854131,-73.886601,$$,2370 Belmont Ave,10458.0,0.0
Piccola Venezia Restaurant,220,Italian,4.5,40.764796999999994,-73.911766,$$$,4201 28th Ave,11103.0,0.0
Piacere,644,Pizza,4.0,40.7196979,-73.9951175,$$,351 Broome St,10013.0,1.0
Aunt Jake's,1069,Italian,4.0,40.7190315,-73.99771609999998,$$,149 Mulberry St,10013.0,0.0
Park Side Restaurant,635,Italian,4.0,40.743843,-73.85611800000002,$$$,107-01 Corona Ave,11368.0,0.0
