ID,Complaint.Type,Descriptor,Location.Type,Incident.Zip,Incident.Address,Borough,Latitude,Longitude,open.date,open.time,weekday,work
153802,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10012,238 ELIZABETH STREET,MANHATTAN,40.72329649,-73.99390657,2017/8/29,10:08:51 PM,3,1
153821,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11205,497 DEKALB AVENUE,BROOKLYN,40.69072751,-73.95706755,2017/8/29,11:01:20 PM,3,1
153830,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10036,,MANHATTAN,40.760405,-73.98747426,2017/10/31,9:19:16 PM,3,1
155717,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10011,206 9 AVENUE,MANHATTAN,40.7462318,-74.00150133,2017/8/29,10:49:39 PM,3,1
155727,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10012,238 ELIZABETH STREET,MANHATTAN,40.72329649,-73.99390657,2017/8/29,11:24:55 PM,3,1
155729,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10012,232 ELIZABETH STREET,MANHATTAN,40.72317298,-73.99395709,2017/8/29,11:28:22 PM,3,1
155792,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11222,199 RICHARDSON STREET,BROOKLYN,40.71898422,-73.94295132,2017/8/29,8:42:46 PM,3,1
155947,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10012,232 ELIZABETH STREET,MANHATTAN,40.72317298,-73.99395709,2017/8/29,10:25:34 PM,3,1
161088,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10028,1254 LEXINGTON AVENUE,MANHATTAN,40.77850171,-73.95632493,2017/5/9,12:33:25 AM,3,1
161116,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10012,109 MACDOUGAL STREET,MANHATTAN,40.72976604,-74.00069996,2017/5/9,12:07:58 AM,3,1
161129,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10002,174 ORCHARD STREET,MANHATTAN,40.72168764,-73.98839066,2017/5/9,12:47:52 AM,3,1
161580,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11222,113 FRANKLIN STREET,BROOKLYN,40.72998331,-73.95762316,2017/12/5,12:19:50 AM,3,1
162089,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11215,689 6 AVENUE,BROOKLYN,40.66065514,-73.99054225,2017/5/9,11:05:15 PM,3,1
162297,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10034,,MANHATTAN,40.86620047,-73.92805946,2017/12/5,11:52:05 PM,3,1
163724,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10033,554 WEST 181 STREET,MANHATTAN,40.84895293,-73.9328746,2017/2/14,11:32:29 PM,3,1
164995,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10003,,MANHATTAN,40.73235062,-73.98494658,2017/6/27,10:50:06 PM,3,1
165011,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10128,1744 2 AVENUE,MANHATTAN,40.78092527,-73.94950969,2017/5/16,7:41:36 PM,3,1
165131,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10034,238 SHERMAN AVENUE,MANHATTAN,40.86597801,-73.91953085,2017/8/1,11:30:21 PM,3,1
165143,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10128,1742 2 AVENUE,MANHATTAN,40.78083472,-73.94957475,2017/8/1,11:56:31 PM,3,1
165265,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11222,199 RICHARDSON STREET,BROOKLYN,40.71898422,-73.94295132,2017/8/1,8:56:29 PM,3,1
165334,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,,BROOKLYN,40.71450142,-73.96128714,2017/8/1,10:14:10 PM,3,1
165390,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11222,1120 MANHATTAN AVENUE,BROOKLYN,40.73677571,-73.95532748,2017/8/1,11:35:54 PM,3,1
166735,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10002,158 LUDLOW STREET,MANHATTAN,40.72100139,-73.9878785,2017/10/31,12:10:00 AM,3,1
166794,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11205,497 DEKALB AVENUE,BROOKLYN,40.69072751,-73.95706755,2017/10/31,12:55:06 AM,3,1
166902,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,949 GRAND STREET,BROOKLYN,40.71300542,-73.93635895,2017/10/31,1:57:33 AM,3,1
166951,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,949 GRAND STREET,BROOKLYN,40.71300542,-73.93635895,2017/10/31,1:53:29 AM,3,1
167530,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10040,111 DYCKMAN STREET,MANHATTAN,40.86203208,-73.92500909,2017/6/13,3:45:02 AM,3,1
167600,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10017,,MANHATTAN,40.75237897,-73.97034248,2017/5/9,11:04:42 PM,3,1
167895,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10003,48 EAST 7 STREET,MANHATTAN,40.72781936,-73.98776542,2017/10/31,11:45:39 PM,3,1
167901,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11249,308 BEDFORD AVENUE,BROOKLYN,40.7138099,-73.96174926,2017/10/31,7:22:03 PM,3,1
167929,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11219,,BROOKLYN,40.64453528,-73.9942669,2017/10/31,3:47:40 PM,3,1
167936,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10036,346 WEST 46 STREET,MANHATTAN,40.76035852,-73.98928635,2017/10/31,2:39:15 AM,3,1
167948,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10002,105 RIVINGTON STREET,MANHATTAN,40.7199886,-73.98809514,2017/10/31,11:10:51 PM,3,1
167953,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10011,180 7 AVENUE,MANHATTAN,40.7426087,-73.99674129,2017/10/31,11:05:16 AM,3,1
168005,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10034,229 DYCKMAN STREET,MANHATTAN,40.8658736,-73.92765489,2017/10/31,4:18:38 PM,3,1
168013,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10034,277 DYCKMAN STREET,MANHATTAN,40.86696956,-73.9289842,2017/10/31,6:43:39 PM,3,1
168085,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10040,4486 BROADWAY,MANHATTAN,40.85751875,-73.93219718,2017/10/31,11:54:36 PM,3,1
168089,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10009,121 SAINT MARKS PLACE,MANHATTAN,40.72725629,-73.98447148,2017/10/31,10:01:12 PM,3,1
168762,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10034,DYCKMAN STREET,MANHATTAN,40.86586537,-73.92766574,2017/10/31,5:43:11 PM,3,1
168914,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,189 BORINQUEN PLACE,BROOKLYN,40.71085026,-73.95230412,2017/10/31,9:19:43 PM,3,1
169049,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10010,3 AVENUE,MANHATTAN,40.73980501,-73.98244052,2017/10/31,9:37:23 PM,3,1
170940,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10009,205 EAST 4 STREET,MANHATTAN,40.72390762,-73.983978,2017/12/5,10:23:58 PM,3,1
172765,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10040,160 DYCKMAN STREET,MANHATTAN,40.86371255,-73.92611349,2017/8/1,8:44:19 PM,3,1
963191,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10012,20 PRINCE STREET,MANHATTAN,40.72282442,-73.99442252,2017/10/31,10:44:22 PM,3,1
963234,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10014,113 7 AVENUE SOUTH,MANHATTAN,40.73388589,-74.00263405,2017/10/31,11:05:04 PM,3,1
963254,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10030,2273 7 AVENUE,MANHATTAN,40.81442778,-73.94432902,2017/10/31,11:06:45 PM,3,1
963255,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10030,2361 7 AVENUE,MANHATTAN,40.81726755,-73.9422565,2017/10/31,11:15:04 PM,3,1
963313,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11217,25 8 AVENUE,BROOKLYN,40.6748591,-73.97201367,2017/10/31,10:49:47 PM,3,1
963314,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11237,411 TROUTMAN STREET,BROOKLYN,40.70694747,-73.92250008,2017/10/31,11:11:36 PM,3,1
963334,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10128,1662 THIRD AVENUE,MANHATTAN,40.78336036,-73.95068141,2017/10/31,9:53:33 PM,3,1
963345,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11237,411 TROUTMAN STREET,BROOKLYN,40.70694747,-73.92250008,2017/10/31,10:24:48 PM,3,1
963402,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11222,113 FRANKLIN STREET,BROOKLYN,40.72998331,-73.95762316,2017/10/31,11:53:28 PM,3,1
963453,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11205,497 DEKALB AVENUE,BROOKLYN,40.69072751,-73.95706755,2017/10/31,11:22:18 PM,3,1
963509,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10003,48 EAST 7 STREET,MANHATTAN,40.72781936,-73.98776542,2017/10/31,11:35:35 PM,3,1
963531,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10012,183 BLEECKER STREET,MANHATTAN,40.72905515,-74.00094169,2017/10/31,11:22:47 PM,3,1
963591,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11231,320 VAN BRUNT STREET,BROOKLYN,40.67900933,-74.01096737,2017/10/31,9:17:28 PM,3,1
963592,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10012,183 BLEECKER STREET,MANHATTAN,40.72905515,-74.00094169,2017/10/31,11:19:41 PM,3,1
963602,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,677 WASHINGTON AVENUE,BROOKLYN,40.67698943,-73.96360182,2017/10/31,10:23:19 PM,3,1
963652,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10002,178 LUDLOW STREET,MANHATTAN,40.72176714,-73.98749235,2017/6/13,11:25:46 PM,3,1
963655,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10128,1744 2 AVENUE,MANHATTAN,40.78092527,-73.94950969,2017/6/13,9:53:23 PM,3,1
963710,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,231 HUDSON STREET,MANHATTAN,40.72428175,-74.00783968,2017/6/13,11:23:26 PM,3,1
963872,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10001,36 WEST 28 STREET,MANHATTAN,40.74550121,-73.98925987,2017/4/11,10:41:39 PM,3,1
966728,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,27 GRAND STREET,MANHATTAN,40.7228272,-74.00472607,2017/5/23,9:10:36 PM,3,1
966847,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10128,1744 2 AVENUE,MANHATTAN,40.78092527,-73.94950969,2017/7/11,8:12:22 PM,3,1
967292,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10012,109 MACDOUGAL STREET,MANHATTAN,40.72976604,-74.00069996,2017/5/9,2:59:58 PM,3,1
969009,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10003,93 1 AVENUE,MANHATTAN,40.72618332,-73.98632618,2017/5/2,2:52:06 AM,3,1
969657,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10027,274 LENOX AVENUE,MANHATTAN,40.80691906,-73.94609807,2017/12/5,10:02:07 PM,3,1
970816,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10460,,BRONX,40.84022132,-73.87326594,2017/5/30,12:00:53 AM,3,1
971331,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10128,1742 2 AVENUE,MANHATTAN,40.78083472,-73.94957475,2017/7/11,12:25:37 AM,3,1
971774,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11249,160 NORTH 12 STREET,BROOKLYN,40.72100987,-73.95542824,2017/7/11,3:43:51 PM,3,1
971911,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11249,160 NORTH 12 STREET,BROOKLYN,40.72100987,-73.95542824,2017/7/11,4:13:06 PM,3,1
971970,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11249,160 NORTH 12 STREET,BROOKLYN,40.72100987,-73.95542824,2017/7/11,4:20:20 PM,3,1
971971,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10028,1453 3 AVENUE,MANHATTAN,40.77632767,-73.95578838,2017/7/11,11:17:14 PM,3,1
971980,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10128,1744 2 AVENUE,MANHATTAN,40.78092527,-73.94950969,2017/7/11,9:01:11 PM,3,1
972042,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10004,52 STONE STREET,MANHATTAN,40.70439851,-74.01022497,2017/7/11,6:47:09 PM,3,1
972050,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10026,2190 8 AVENUE,MANHATTAN,40.8058165,-73.95433475,2017/7/11,11:00:41 AM,3,1
974992,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10014,115 CHRISTOPHER STREET,MANHATTAN,40.73324078,-74.00531135,2017/10/3,11:50:04 PM,3,1
975140,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,886 FULTON STREET,BROOKLYN,40.68320971,-73.96563917,2017/5/9,3:08:57 AM,3,1
975141,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,167 NORTH 7 STREET,BROOKLYN,40.71758787,-73.95731359,2017/5/9,8:10:39 PM,3,1
981171,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10009,,MANHATTAN,40.72639739,-73.98616378,2017/7/11,11:21:46 PM,3,1
981383,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10003,5 SAINT MARKS PLACE,MANHATTAN,40.72934012,-73.98938875,2017/7/11,10:40:25 PM,3,1
981393,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10009,126 SAINT MARKS PLACE,MANHATTAN,40.72723158,-73.98445345,2017/7/11,11:47:16 PM,3,1
981504,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11238,940 FULTON STREET,BROOKLYN,40.68272042,-73.96329223,2017/7/11,10:16:49 PM,3,1
981522,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10128,1744 2 AVENUE,MANHATTAN,40.78092527,-73.94950969,2017/7/11,10:33:07 PM,3,1
983688,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11205,744 MYRTLE AVENUE,BROOKLYN,40.69492271,-73.95309084,2017/5/2,11:16:26 PM,3,1
983814,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10009,118 ST MARKS PLACE,MANHATTAN,40.72727826,-73.98456889,2017/5/2,3:12:29 AM,3,1
984144,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10031,3650 BROADWAY,MANHATTAN,40.82996179,-73.94786086,2017/11/7,4:47:18 AM,3,1
984217,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10011,167 8 AVENUE,MANHATTAN,40.74252091,-74.00051966,2017/11/7,8:57:36 PM,3,1
984248,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10009,81 AVENUE A,MANHATTAN,40.72506594,-73.98426995,2017/11/7,10:26:52 PM,3,1
984591,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10035,1469 5 AVENUE,MANHATTAN,40.80230478,-73.94525299,2017/3/21,1:33:44 PM,3,1
985027,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10013,24 PELL STREET,MANHATTAN,40.71486199,-73.99818555,2017/4/11,12:26:06 AM,3,1
985035,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11216,417 MARCUS GARVEY BOULEVARD,BROOKLYN,40.68282211,-73.93799942,2017/4/11,12:00:35 AM,3,1
985058,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10002,174 ORCHARD STREET,MANHATTAN,40.72168764,-73.98839066,2017/4/11,1:47:45 AM,3,1
985691,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10002,178 LUDLOW STREET,MANHATTAN,40.72176714,-73.98749235,2017/5/16,11:07:37 PM,3,1
985785,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11216,305 HALSEY STREET,BROOKLYN,40.6829057,-73.94035736,2017/4/11,1:00:11 AM,3,1
985804,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11207,611 WILSON AVENUE,BROOKLYN,40.69011887,-73.90709712,2017/4/11,12:08:32 AM,3,1
985862,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11237,250 WYKOFF AVENUE,BROOKLYN,40.70056181,-73.91295393,2017/4/11,1:26:11 AM,3,1
985940,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11217,259 FLATBUSH AVENUE,BROOKLYN,40.68002534,-73.97450642,2017/4/11,8:55:08 PM,3,1
985960,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10031,,MANHATTAN,40.82834843,-73.94905094,2017/4/11,9:11:20 PM,3,1
985976,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,167 NORTH NORTH 7 STREET,BROOKLYN,40.71758787,-73.95731359,2017/5/16,8:33:56 PM,3,1
986055,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11249,168 WHYTE AVENUE,BROOKLYN,40.71944448,-73.9605303,2017/4/11,4:18:43 PM,3,1
986514,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11201,300 PACIFIC STREET,BROOKLYN,40.68760867,-73.98865621,2017/4/11,7:21:57 AM,3,1
987790,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11237,277 WYCKOFF AVENUE,BROOKLYN,40.70088336,-73.9135053,2017/9/5,12:03:28 AM,3,1
988078,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10453,64 EAST 183 STREET,BRONX,40.85827145,-73.90246274,2017/9/5,12:11:07 AM,3,1
988162,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11235,3212 CONEY ISLAND AVENUE,BROOKLYN,40.57748673,-73.95960623,2017/9/5,12:27:33 AM,3,1
988283,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10025,2485 BROADWAY,MANHATTAN,40.79236783,-73.97345941,2017/9/5,12:08:18 AM,3,1
988310,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11235,3212 CONEY ISLAND AVENUE,BROOKLYN,40.57748673,-73.95960623,2017/9/5,2:08:24 AM,3,1
988528,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10030,2273 7 AVENUE,MANHATTAN,40.81442778,-73.94432902,2017/9/5,3:05:47 AM,3,1
988529,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11217,,BROOKLYN,40.68026692,-73.9746902,2017/9/5,10:42:42 PM,3,1
988707,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11249,395 WYTHE AVENUE,BROOKLYN,40.7111325,-73.96654457,2017/9/5,3:33:21 AM,3,1
988775,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10024,503 COLUMBUS AVENUE,MANHATTAN,40.78536042,-73.97298193,2017/9/5,8:49:11 PM,3,1
988798,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11237,44 WILSON AVENUE,BROOKLYN,40.70277711,-73.92938633,2017/9/5,6:32:02 AM,3,1
989299,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11235,3212 CONEY ISLAND AVENUE,BROOKLYN,40.57748673,-73.95960623,2017/10/3,12:41:30 AM,3,1
989310,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10025,2485 BROADWAY,MANHATTAN,40.79236783,-73.97345941,2017/10/3,1:00:29 AM,3,1
989370,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11249,292 BEDFORD AVENUE,BROOKLYN,40.71436147,-73.96139183,2017/10/3,12:12:59 AM,3,1
989395,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,484 UNION AVENUE,BROOKLYN,40.71495071,-73.95175288,2017/10/3,1:04:53 AM,3,1
989556,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10018,485 7 AVENUE,MANHATTAN,40.75246466,-73.98954388,2017/10/3,11:24:27 PM,3,1
989669,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11235,3212 CONEY ISLAND AVENUE,BROOKLYN,40.57748673,-73.95960623,2017/10/3,3:06:52 AM,3,1
989729,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11249,292 BEDFORD AVENUE,BROOKLYN,40.71436147,-73.96139183,2017/10/3,6:00:22 AM,3,1
989733,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11222,1120 MANHATTAN AVENUE,BROOKLYN,40.73677571,-73.95532748,2017/10/3,8:32:31 PM,3,1
989791,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11210,1343 FLATBUSH AVENUE,BROOKLYN,40.63826239,-73.95341892,2017/11/7,12:59:17 AM,3,1
989827,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11223,,BROOKLYN,40.59598692,-73.98221188,2017/9/5,9:04:28 PM,3,1
989883,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10003,242 EAST 10 STREET,MANHATTAN,40.72893887,-73.98485715,2017/10/3,9:42:08 PM,3,1
989884,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11222,1120 MANHATTAN AVENUE,BROOKLYN,40.73677571,-73.95532748,2017/10/3,8:25:42 PM,3,1
990177,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10019,768 9 AVENUE,MANHATTAN,40.76434928,-73.98830742,2017/3/21,11:15:46 PM,3,1
990226,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10003,149 2 AVENUE,MANHATTAN,40.72937008,-73.9871229,2017/3/21,10:28:06 PM,3,1
990941,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,949 GRAND STREET,BROOKLYN,40.71300542,-73.93635895,2017/8/8,1:08:18 AM,3,1
990942,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10030,2361 7 AVENUE,MANHATTAN,40.81726755,-73.9422565,2017/8/8,1:21:12 AM,3,1
991056,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,949 GRAND STREET,BROOKLYN,40.71300542,-73.93635895,2017/8/8,12:31:25 AM,3,1
991802,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10030,2308 ADAM CLAYTON POWELL BOULEVARD,MANHATTAN,40.81561858,-73.94348264,2017/8/8,12:36:10 PM,3,1
991860,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11235,,BROOKLYN,40.57799453,-73.95963472,2017/8/8,1:26:35 AM,3,1
